# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2081g1320 105.08176387   6.65926302     g    20
2051g1320 103.72366407   9.32819575     g    20
2051r1320 103.72366407   9.32819575     r    20
2051i1320 103.72366407   9.32819575     i    20
2021i1320 102.35705234   11.99808323    i    20
2021r1320 102.35705234   11.99808323    r    20
2021g1320 102.35705234   11.99808323    g    20
2021g2320 102.35705234   11.99808323    g    20
2021r2320 102.35705234   11.99808323    r    20
2021i2320 102.35705234   11.99808323    i    20
2051i2320 103.72366407   9.32819575     i    20
2051r2320 103.72366407   9.32819575     r    20
2051g2320 103.72366407   9.32819575     g    20
2081g2320 105.08176387   6.65926302     g    20
2081r2320 105.08176387   6.65926302     r    20
2081i2320 105.08176387   6.65926302     i    20
2111i2320 106.43736755   3.99278039     i    20
2111r2320 106.43736755   3.99278039     r    20
2111g2320 106.43736755   3.99278039     g    20
2141g2320 107.79635122   1.3302442      g    20
2141r2320 107.79635122   1.3302442      r    20
2141i2320 107.79635122   1.3302442      i    20
2171i2320 109.16454244   -1.32682329    i    20
2171r2320 109.16454244   -1.32682329    r    20
2171g2320 109.16454244   -1.32682329    g    20
2201g2320 110.5478075    -3.97684893    g    20
2201r2320 110.5478075    -3.97684893    r    20
2201i2320 110.5478075    -3.97684893    i    20
2231i2320 111.95213711   -6.61818287    i    20
2231r2320 111.95213711   -6.61818287    r    20
2231g2320 111.95213711   -6.61818287    g    20
2261g2320 113.38373271   -9.2490713     g    20
2261r2320 113.38373271   -9.2490713     r    20
2261i2320 113.38373271   -9.2490713     i    20
2291i2320 114.84909508   -11.8676266    i    20
2291r2320 114.84909508   -11.8676266    r    20
2291g2320 114.84909508   -11.8676266    g    20
2321g2320 116.35511714   -14.47179442   g    20
2321r2320 116.35511714   -14.47179442   r    20
2321i2320 116.35511714   -14.47179442   i    20
2320i2320 107.16172785   -19.23154822   i    20
2320r2320 107.16172785   -19.23154822   r    20
2320g2320 107.16172785   -19.23154822   g    20
2290g2320 105.73950697   -16.5668878    g    20
2290r2320 105.73950697   -16.5668878    r    20
2290i2320 105.73950697   -16.5668878    i    20
2260i2320 104.3436205    -13.89892227   i    20
2260r2320 104.3436205    -13.89892227   r    20
2260g2320 104.3436205    -13.89892227   g    20
2230g2320 102.96715443   -11.22927899   g    20
2230r2320 102.96715443   -11.22927899   r    20
2230i2320 102.96715443   -11.22927899   i    20
2200i2320 101.6036224    -8.55951219    i    20
2200r2320 101.6036224    -8.55951219    r    20
2200g2320 101.6036224    -8.55951219    g    20
2170g2320 100.24685016   -5.8911321     g    20
2170r2320 100.24685016   -5.8911321     r    20
2170i2320 100.24685016   -5.8911321     i    20
2140i2320 98.89087181    -3.22563177    i    20
2140r2320 98.89087181    -3.22563177    r    20
2140g2320 98.89087181    -3.22563177    g    20
2110g2320 97.52983433    -0.56451246    g    20
2110r2320 97.52983433    -0.56451246    r    20
2110i2320 97.52983433    -0.56451246    i    20
2080i2320 96.15790785    2.09069148     i    20
2080r2320 96.15790785    2.09069148     r    20
2080g2320 96.15790785    2.09069148     g    20
2050g2320 94.76919904    4.73838752     g    20
2050r2320 94.76919904    4.73838752     r    20
2050i2320 94.76919904    4.73838752     i    20
2020i2320 93.35766541    7.37689878     i    20
2020r2320 93.35766541    7.37689878     r    20
2020g2320 93.35766541    7.37689878     g    20
2020g3320 93.35766541    7.37689878     g    20
2020r3320 93.35766541    7.37689878     r    20
2020i3320 93.35766541    7.37689878     i    20
2050i3320 94.76919904    4.73838752     i    20
2050r3320 94.76919904    4.73838752     r    20
2050g3320 94.76919904    4.73838752     g    20
2080g3320 96.15790785    2.09069148     g    20
2080r3320 96.15790785    2.09069148     r    20
2080i3320 96.15790785    2.09069148     i    20
2110i3320 97.52983433    -0.56451246    i    20
2110r3320 97.52983433    -0.56451246    r    20
2110g3320 97.52983433    -0.56451246    g    20
2140g3320 98.89087181    -3.22563177    g    20
2140r3320 98.89087181    -3.22563177    r    20
2140i3320 98.89087181    -3.22563177    i    20
2170i3320 100.24685016   -5.8911321     i    20
2170r3320 100.24685016   -5.8911321     r    20
2170g3320 100.24685016   -5.8911321     g    20
2200g3320 101.6036224    -8.55951219    g    20
2200r3320 101.6036224    -8.55951219    r    20
2200i3320 101.6036224    -8.55951219    i    20
2230i3320 102.96715443   -11.22927899   i    20
2230r3320 102.96715443   -11.22927899   r    20
2230g3320 102.96715443   -11.22927899   g    20
2260g3320 104.3436205    -13.89892227   g    20
2260r3320 104.3436205    -13.89892227   r    20
2260i3320 104.3436205    -13.89892227   i    20
2290i3320 105.73950697   -16.5668878    i    20
2290r3320 105.73950697   -16.5668878    r    20
2290g3320 105.73950697   -16.5668878    g    20
2320g3320 107.16172785   -19.23154822   g    20
2320r3320 107.16172785   -19.23154822   r    20
2320i3320 107.16172785   -19.23154822   i    20
2321i3320 116.35511714   -14.47179442   i    20
2321r3320 116.35511714   -14.47179442   r    20
2321g3320 116.35511714   -14.47179442   g    20
2291g3320 114.84909508   -11.8676266    g    20
2291r3320 114.84909508   -11.8676266    r    20
2291i3320 114.84909508   -11.8676266    i    20
2261i3320 113.38373271   -9.2490713     i    20
2261r3320 113.38373271   -9.2490713     r    20
2261g3320 113.38373271   -9.2490713     g    20
2231g3320 111.95213711   -6.61818287    g    20
2231r3320 111.95213711   -6.61818287    r    20
2231i3320 111.95213711   -6.61818287    i    20
2201i3320 110.5478075    -3.97684893    i    20
2201r3320 110.5478075    -3.97684893    r    20
2201g3320 110.5478075    -3.97684893    g    20
2171g3320 109.16454244   -1.32682329    g    20
2171r3320 109.16454244   -1.32682329    r    20
2171i3320 109.16454244   -1.32682329    i    20
2141i3320 107.79635122   1.3302442      i    20
2141r3320 107.79635122   1.3302442      r    20
2141g3320 107.79635122   1.3302442      g    20
2111g3320 106.43736755   3.99278039     g    20
2111r3320 106.43736755   3.99278039     r    20
2111i3320 106.43736755   3.99278039     i    20
2081i3320 105.08176387   6.65926302     i    20
2081r3320 105.08176387   6.65926302     r    20
2081g3320 105.08176387   6.65926302     g    20
2051g3320 103.72366407   9.32819575     g    20
2051r3320 103.72366407   9.32819575     r    20
2051i3320 103.72366407   9.32819575     i    20
2021i3320 102.35705234   11.99808323    i    20
2021r3320 102.35705234   11.99808323    r    20
2021g3320 102.35705234   11.99808323    g    20
2021g4320 102.35705234   11.99808323    g    20
2021r4320 102.35705234   11.99808323    r    20
2021i4320 102.35705234   11.99808323    i    20
2051i4320 103.72366407   9.32819575     i    20
2051r4320 103.72366407   9.32819575     r    20
2051g4320 103.72366407   9.32819575     g    20
2081g4320 105.08176387   6.65926302     g    20
2081r4320 105.08176387   6.65926302     r    20
2081i4320 105.08176387   6.65926302     i    20
2111i4320 106.43736755   3.99278039     i    20
2111r4320 106.43736755   3.99278039     r    20
2111g4320 106.43736755   3.99278039     g    20
2141g4320 107.79635122   1.3302442      g    20
2141r4320 107.79635122   1.3302442      r    20
2141i4320 107.79635122   1.3302442      i    20
2171i4320 109.16454244   -1.32682329    i    20
2171r4320 109.16454244   -1.32682329    r    20
2171g4320 109.16454244   -1.32682329    g    20
2201g4320 110.5478075    -3.97684893    g    20
2201r4320 110.5478075    -3.97684893    r    20
2201i4320 110.5478075    -3.97684893    i    20
2231i4320 111.95213711   -6.61818287    i    20
2231r4320 111.95213711   -6.61818287    r    20
2231g4320 111.95213711   -6.61818287    g    20
2261g4320 113.38373271   -9.2490713     g    20
2261r4320 113.38373271   -9.2490713     r    20
2261i4320 113.38373271   -9.2490713     i    20
2291i4320 114.84909508   -11.8676266    i    20
2291r4320 114.84909508   -11.8676266    r    20
2291g4320 114.84909508   -11.8676266    g    20
2321g4320 116.35511714   -14.47179442   g    20
2321r4320 116.35511714   -14.47179442   r    20
2321i4320 116.35511714   -14.47179442   i    20
2320i4320 107.16172785   -19.23154822   i    20
2320r4320 107.16172785   -19.23154822   r    20
2320g4320 107.16172785   -19.23154822   g    20
2290g4320 105.73950697   -16.5668878    g    20
2290r4320 105.73950697   -16.5668878    r    20
2290i4320 105.73950697   -16.5668878    i    20
2260i4320 104.3436205    -13.89892227   i    20
2260r4320 104.3436205    -13.89892227   r    20
2260g4320 104.3436205    -13.89892227   g    20
2230g4320 102.96715443   -11.22927899   g    20
2230r4320 102.96715443   -11.22927899   r    20
2230i4320 102.96715443   -11.22927899   i    20
2200i4320 101.6036224    -8.55951219    i    20
2200r4320 101.6036224    -8.55951219    r    20
2200g4320 101.6036224    -8.55951219    g    20
2170g4320 100.24685016   -5.8911321     g    20
2170r4320 100.24685016   -5.8911321     r    20
2170i4320 100.24685016   -5.8911321     i    20
2140i4320 98.89087181    -3.22563177    i    20
2140r4320 98.89087181    -3.22563177    r    20
2140g4320 98.89087181    -3.22563177    g    20
2110g4320 97.52983433    -0.56451246    g    20
2110r4320 97.52983433    -0.56451246    r    20
2110i4320 97.52983433    -0.56451246    i    20
2080i4320 96.15790785    2.09069148     i    20
2080r4320 96.15790785    2.09069148     r    20
2080g4320 96.15790785    2.09069148     g    20
2050g4320 94.76919904    4.73838752     g    20
2050r4320 94.76919904    4.73838752     r    20
2050i4320 94.76919904    4.73838752     i    20
2020i4320 93.35766541    7.37689878     i    20
2020r4320 93.35766541    7.37689878     r    20
2020g4320 93.35766541    7.37689878     g    20
2020g5320 93.35766541    7.37689878     g    20
2020r5320 93.35766541    7.37689878     r    20
2020i5320 93.35766541    7.37689878     i    20
2050i5320 94.76919904    4.73838752     i    20
2050r5320 94.76919904    4.73838752     r    20
2050g5320 94.76919904    4.73838752     g    20
2080g5320 96.15790785    2.09069148     g    20
2080r5320 96.15790785    2.09069148     r    20
2080i5320 96.15790785    2.09069148     i    20
2110i5320 97.52983433    -0.56451246    i    20
2110r5320 97.52983433    -0.56451246    r    20
2110g5320 97.52983433    -0.56451246    g    20
2140g5320 98.89087181    -3.22563177    g    20
2140r5320 98.89087181    -3.22563177    r    20
2140i5320 98.89087181    -3.22563177    i    20
2170i5320 100.24685016   -5.8911321     i    20
2170r5320 100.24685016   -5.8911321     r    20
2170g5320 100.24685016   -5.8911321     g    20
2200g5320 101.6036224    -8.55951219    g    20
2200r5320 101.6036224    -8.55951219    r    20
2200i5320 101.6036224    -8.55951219    i    20
2230i5320 102.96715443   -11.22927899   i    20
2230r5320 102.96715443   -11.22927899   r    20
2230g5320 102.96715443   -11.22927899   g    20
2260g5320 104.3436205    -13.89892227   g    20
2260r5320 104.3436205    -13.89892227   r    20
2260i5320 104.3436205    -13.89892227   i    20
2290i5320 105.73950697   -16.5668878    i    20
2290r5320 105.73950697   -16.5668878    r    20
2290g5320 105.73950697   -16.5668878    g    20
2320g5320 107.16172785   -19.23154822   g    20
2320r5320 107.16172785   -19.23154822   r    20
2320i5320 107.16172785   -19.23154822   i    20
2321i5320 116.35511714   -14.47179442   i    20
2321r5320 116.35511714   -14.47179442   r    20
2321g5320 116.35511714   -14.47179442   g    20
2291g5320 114.84909508   -11.8676266    g    20
2291r5320 114.84909508   -11.8676266    r    20
2291i5320 114.84909508   -11.8676266    i    20
2261i5320 113.38373271   -9.2490713     i    20
2261r5320 113.38373271   -9.2490713     r    20
2261g5320 113.38373271   -9.2490713     g    20
2231g5320 111.95213711   -6.61818287    g    20
2231r5320 111.95213711   -6.61818287    r    20
2231i5320 111.95213711   -6.61818287    i    20
2201i5320 110.5478075    -3.97684893    i    20
2201r5320 110.5478075    -3.97684893    r    20
2201g5320 110.5478075    -3.97684893    g    20
2171g5320 109.16454244   -1.32682329    g    20
2171r5320 109.16454244   -1.32682329    r    20
2171i5320 109.16454244   -1.32682329    i    20
2141i5320 107.79635122   1.3302442      i    20
2141r5320 107.79635122   1.3302442      r    20
2141g5320 107.79635122   1.3302442      g    20
2111g5320 106.43736755   3.99278039     g    20
2111r5320 106.43736755   3.99278039     r    20
2111i5320 106.43736755   3.99278039     i    20
2081i5320 105.08176387   6.65926302     i    20
2081r5320 105.08176387   6.65926302     r    20
2081g5320 105.08176387   6.65926302     g    20
2051g5320 103.72366407   9.32819575     g    20
2051r5320 103.72366407   9.32819575     r    20
2051i5320 103.72366407   9.32819575     i    20
2021i5320 102.35705234   11.99808323    i    20
2021r5320 102.35705234   11.99808323    r    20
2021g5320 102.35705234   11.99808323    g    20
2021g6320 102.35705234   11.99808323    g    20
2021r6320 102.35705234   11.99808323    r    20
2021i6320 102.35705234   11.99808323    i    20
2051i6320 103.72366407   9.32819575     i    20
2051r6320 103.72366407   9.32819575     r    20
2051g6320 103.72366407   9.32819575     g    20
2081g6320 105.08176387   6.65926302     g    20
2081r6320 105.08176387   6.65926302     r    20
2081i6320 105.08176387   6.65926302     i    20
2111i6320 106.43736755   3.99278039     i    20
2111r6320 106.43736755   3.99278039     r    20
2111g6320 106.43736755   3.99278039     g    20
2141g6320 107.79635122   1.3302442      g    20
2141r6320 107.79635122   1.3302442      r    20
2141i6320 107.79635122   1.3302442      i    20
2171i6320 109.16454244   -1.32682329    i    20
2171r6320 109.16454244   -1.32682329    r    20
2171g6320 109.16454244   -1.32682329    g    20
2201g6320 110.5478075    -3.97684893    g    20
2201r6320 110.5478075    -3.97684893    r    20
2201i6320 110.5478075    -3.97684893    i    20
2231i6320 111.95213711   -6.61818287    i    20
2231r6320 111.95213711   -6.61818287    r    20
2231g6320 111.95213711   -6.61818287    g    20
2261g6320 113.38373271   -9.2490713     g    20
2261r6320 113.38373271   -9.2490713     r    20
2261i6320 113.38373271   -9.2490713     i    20
2291i6320 114.84909508   -11.8676266    i    20
2291r6320 114.84909508   -11.8676266    r    20
2291g6320 114.84909508   -11.8676266    g    20
2321g6320 116.35511714   -14.47179442   g    20
2321r6320 116.35511714   -14.47179442   r    20
2321i6320 116.35511714   -14.47179442   i    20
2320i6320 107.16172785   -19.23154822   i    20
2320r6320 107.16172785   -19.23154822   r    20
2320g6320 107.16172785   -19.23154822   g    20
2290g6320 105.73950697   -16.5668878    g    20
2290r6320 105.73950697   -16.5668878    r    20
2290i6320 105.73950697   -16.5668878    i    20
2260i6320 104.3436205    -13.89892227   i    20
2260r6320 104.3436205    -13.89892227   r    20
2260g6320 104.3436205    -13.89892227   g    20
2230g6320 102.96715443   -11.22927899   g    20
2230r6320 102.96715443   -11.22927899   r    20
2230i6320 102.96715443   -11.22927899   i    20
2200i6320 101.6036224    -8.55951219    i    20
2200r6320 101.6036224    -8.55951219    r    20
2200g6320 101.6036224    -8.55951219    g    20
2170g6320 100.24685016   -5.8911321     g    20
2170r6320 100.24685016   -5.8911321     r    20
2170i6320 100.24685016   -5.8911321     i    20
2140i6320 98.89087181    -3.22563177    i    20
2140r6320 98.89087181    -3.22563177    r    20
2140g6320 98.89087181    -3.22563177    g    20
2110g6320 97.52983433    -0.56451246    g    20
2110r6320 97.52983433    -0.56451246    r    20
2110i6320 97.52983433    -0.56451246    i    20
2080i6320 96.15790785    2.09069148     i    20
2080r6320 96.15790785    2.09069148     r    20
2080g6320 96.15790785    2.09069148     g    20
2050g6320 94.76919904    4.73838752     g    20
2050r6320 94.76919904    4.73838752     r    20
2050i6320 94.76919904    4.73838752     i    20
2020i6320 93.35766541    7.37689878     i    20
2020r6320 93.35766541    7.37689878     r    20
2020g6320 93.35766541    7.37689878     g    20
2020g7320 93.35766541    7.37689878     g    20
2020r7320 93.35766541    7.37689878     r    20
2020i7320 93.35766541    7.37689878     i    20
2050i7320 94.76919904    4.73838752     i    20
2050r7320 94.76919904    4.73838752     r    20
2050g7320 94.76919904    4.73838752     g    20
2080g7320 96.15790785    2.09069148     g    20
2080r7320 96.15790785    2.09069148     r    20
2080i7320 96.15790785    2.09069148     i    20
2110i7320 97.52983433    -0.56451246    i    20
2110r7320 97.52983433    -0.56451246    r    20
2110g7320 97.52983433    -0.56451246    g    20
2140g7320 98.89087181    -3.22563177    g    20
2140r7320 98.89087181    -3.22563177    r    20
2140i7320 98.89087181    -3.22563177    i    20
2170i7320 100.24685016   -5.8911321     i    20
2170r7320 100.24685016   -5.8911321     r    20
2170g7320 100.24685016   -5.8911321     g    20
2200g7320 101.6036224    -8.55951219    g    20
2200r7320 101.6036224    -8.55951219    r    20
2200i7320 101.6036224    -8.55951219    i    20
2230i7320 102.96715443   -11.22927899   i    20
2230r7320 102.96715443   -11.22927899   r    20
2230g7320 102.96715443   -11.22927899   g    20
2260g7320 104.3436205    -13.89892227   g    20
2260r7320 104.3436205    -13.89892227   r    20
2260i7320 104.3436205    -13.89892227   i    20
2290i7320 105.73950697   -16.5668878    i    20
2290r7320 105.73950697   -16.5668878    r    20
2290g7320 105.73950697   -16.5668878    g    20
2320g7320 107.16172785   -19.23154822   g    20
2320r7320 107.16172785   -19.23154822   r    20
2320i7320 107.16172785   -19.23154822   i    20
2321i7320 116.35511714   -14.47179442   i    20
2321r7320 116.35511714   -14.47179442   r    20
2321g7320 116.35511714   -14.47179442   g    20
2291g7320 114.84909508   -11.8676266    g    20
2291r7320 114.84909508   -11.8676266    r    20
2291i7320 114.84909508   -11.8676266    i    20
2261i7320 113.38373271   -9.2490713     i    20
2261r7320 113.38373271   -9.2490713     r    20
2261g7320 113.38373271   -9.2490713     g    20
2231g7320 111.95213711   -6.61818287    g    20
2231r7320 111.95213711   -6.61818287    r    20
2231i7320 111.95213711   -6.61818287    i    20
2201i7320 110.5478075    -3.97684893    i    20
2201r7320 110.5478075    -3.97684893    r    20
2201g7320 110.5478075    -3.97684893    g    20
2171g7320 109.16454244   -1.32682329    g    20
2171r7320 109.16454244   -1.32682329    r    20
2171i7320 109.16454244   -1.32682329    i    20
2141i7320 107.79635122   1.3302442      i    20
2141r7320 107.79635122   1.3302442      r    20
2141g7320 107.79635122   1.3302442      g    20
2111g7320 106.43736755   3.99278039     g    20
2111r7320 106.43736755   3.99278039     r    20
2111i7320 106.43736755   3.99278039     i    20
2081i7320 105.08176387   6.65926302     i    20
2081r7320 105.08176387   6.65926302     r    20
2081g7320 105.08176387   6.65926302     g    20
2051g7320 103.72366407   9.32819575     g    20
2051r7320 103.72366407   9.32819575     r    20
2051i7320 103.72366407   9.32819575     i    20
2021i7320 102.35705234   11.99808323    i    20
2021r7320 102.35705234   11.99808323    r    20
2021g7320 102.35705234   11.99808323    g    20
2021g8320 102.35705234   11.99808323    g    20
2021r8320 102.35705234   11.99808323    r    20
2021i8320 102.35705234   11.99808323    i    20
2051i8320 103.72366407   9.32819575     i    20
2051r8320 103.72366407   9.32819575     r    20
2051g8320 103.72366407   9.32819575     g    20
2081g8320 105.08176387   6.65926302     g    20
2081r8320 105.08176387   6.65926302     r    20
2081i8320 105.08176387   6.65926302     i    20
2111i8320 106.43736755   3.99278039     i    20
2111r8320 106.43736755   3.99278039     r    20
2111g8320 106.43736755   3.99278039     g    20
2141g8320 107.79635122   1.3302442      g    20
2141r8320 107.79635122   1.3302442      r    20
2141i8320 107.79635122   1.3302442      i    20
2171i8320 109.16454244   -1.32682329    i    20
2171r8320 109.16454244   -1.32682329    r    20
2171g8320 109.16454244   -1.32682329    g    20
2201g8320 110.5478075    -3.97684893    g    20
2201r8320 110.5478075    -3.97684893    r    20
2201i8320 110.5478075    -3.97684893    i    20
2231i8320 111.95213711   -6.61818287    i    20
2231r8320 111.95213711   -6.61818287    r    20
2231g8320 111.95213711   -6.61818287    g    20
2261g8320 113.38373271   -9.2490713     g    20
2261r8320 113.38373271   -9.2490713     r    20
2261i8320 113.38373271   -9.2490713     i    20
2291i8320 114.84909508   -11.8676266    i    20
2291r8320 114.84909508   -11.8676266    r    20
2291g8320 114.84909508   -11.8676266    g    20
2321g8320 116.35511714   -14.47179442   g    20
2321r8320 116.35511714   -14.47179442   r    20
2321i8320 116.35511714   -14.47179442   i    20
2320i8320 107.16172785   -19.23154822   i    20
2320r8320 107.16172785   -19.23154822   r    20
2320g8320 107.16172785   -19.23154822   g    20
2290g8320 105.73950697   -16.5668878    g    20
2290r8320 105.73950697   -16.5668878    r    20
2290i8320 105.73950697   -16.5668878    i    20
2260i8320 104.3436205    -13.89892227   i    20
2260r8320 104.3436205    -13.89892227   r    20
2260g8320 104.3436205    -13.89892227   g    20
2230g8320 102.96715443   -11.22927899   g    20
2230r8320 102.96715443   -11.22927899   r    20
2230i8320 102.96715443   -11.22927899   i    20
2200i8320 101.6036224    -8.55951219    i    20
2200r8320 101.6036224    -8.55951219    r    20
2200g8320 101.6036224    -8.55951219    g    20
2170g8320 100.24685016   -5.8911321     g    20
2170r8320 100.24685016   -5.8911321     r    20
2170i8320 100.24685016   -5.8911321     i    20
2140i8320 98.89087181    -3.22563177    i    20
2140r8320 98.89087181    -3.22563177    r    20
2140g8320 98.89087181    -3.22563177    g    20
2110g8320 97.52983433    -0.56451246    g    20
2110r8320 97.52983433    -0.56451246    r    20
2110i8320 97.52983433    -0.56451246    i    20
2080i8320 96.15790785    2.09069148     i    20
2080r8320 96.15790785    2.09069148     r    20
2080g8320 96.15790785    2.09069148     g    20
2050g8320 94.76919904    4.73838752     g    20
2050r8320 94.76919904    4.73838752     r    20
2050i8320 94.76919904    4.73838752     i    20
2020i8320 93.35766541    7.37689878     i    20
2020r8320 93.35766541    7.37689878     r    20
2020g8320 93.35766541    7.37689878     g    20
2020g9320 93.35766541    7.37689878     g    20
2020r9320 93.35766541    7.37689878     r    20
2020i9320 93.35766541    7.37689878     i    20
2050i9320 94.76919904    4.73838752     i    20
2050r9320 94.76919904    4.73838752     r    20
2050g9320 94.76919904    4.73838752     g    20
2080g9320 96.15790785    2.09069148     g    20
2080r9320 96.15790785    2.09069148     r    20
2080i9320 96.15790785    2.09069148     i    20
2110i9320 97.52983433    -0.56451246    i    20
2110r9320 97.52983433    -0.56451246    r    20
2110g9320 97.52983433    -0.56451246    g    20
2140g9320 98.89087181    -3.22563177    g    20
2140r9320 98.89087181    -3.22563177    r    20
2140i9320 98.89087181    -3.22563177    i    20
2170i9320 100.24685016   -5.8911321     i    20
2170r9320 100.24685016   -5.8911321     r    20
2170g9320 100.24685016   -5.8911321     g    20
2200g9320 101.6036224    -8.55951219    g    20
2200r9320 101.6036224    -8.55951219    r    20
2200i9320 101.6036224    -8.55951219    i    20
2230i9320 102.96715443   -11.22927899   i    20
2230r9320 102.96715443   -11.22927899   r    20
2230g9320 102.96715443   -11.22927899   g    20
2260g9320 104.3436205    -13.89892227   g    20
2260r9320 104.3436205    -13.89892227   r    20
2260i9320 104.3436205    -13.89892227   i    20
2290i9320 105.73950697   -16.5668878    i    20
2290r9320 105.73950697   -16.5668878    r    20
2290g9320 105.73950697   -16.5668878    g    20
2320g9320 107.16172785   -19.23154822   g    20
2320r9320 107.16172785   -19.23154822   r    20
2320i9320 107.16172785   -19.23154822   i    20
2321i9320 116.35511714   -14.47179442   i    20
2321r9320 116.35511714   -14.47179442   r    20
2321g9320 116.35511714   -14.47179442   g    20
2291g9320 114.84909508   -11.8676266    g    20
2291r9320 114.84909508   -11.8676266    r    20
2291i9320 114.84909508   -11.8676266    i    20
2261i9320 113.38373271   -9.2490713     i    20
2261r9320 113.38373271   -9.2490713     r    20
2261g9320 113.38373271   -9.2490713     g    20
2231g9320 111.95213711   -6.61818287    g    20
2231r9320 111.95213711   -6.61818287    r    20
2231i9320 111.95213711   -6.61818287    i    20
2201i9320 110.5478075    -3.97684893    i    20
2201r9320 110.5478075    -3.97684893    r    20
2201g9320 110.5478075    -3.97684893    g    20
2171g9320 109.16454244   -1.32682329    g    20
2171r9320 109.16454244   -1.32682329    r    20
2171i9320 109.16454244   -1.32682329    i    20
2141i9320 107.79635122   1.3302442      i    20
2141r9320 107.79635122   1.3302442      r    20
2141g9320 107.79635122   1.3302442      g    20
2111g9320 106.43736755   3.99278039     g    20
2111r9320 106.43736755   3.99278039     r    20
2111i9320 106.43736755   3.99278039     i    20
2081i9320 105.08176387   6.65926302     i    20
2081r9320 105.08176387   6.65926302     r    20
2081g9320 105.08176387   6.65926302     g    20
2051g9320 103.72366407   9.32819575     g    20
2051r9320 103.72366407   9.32819575     r    20
2051i9320 103.72366407   9.32819575     i    20
2021i9320 102.35705234   11.99808323    i    20
2021r9320 102.35705234   11.99808323    r    20
2021g9320 102.35705234   11.99808323    g    20
2021g0320 102.35705234   11.99808323    g    20
2021r0320 102.35705234   11.99808323    r    20
2021i0320 102.35705234   11.99808323    i    20
2051i0320 103.72366407   9.32819575     i    20
2051r0320 103.72366407   9.32819575     r    20
2051g0320 103.72366407   9.32819575     g    20
2081g0320 105.08176387   6.65926302     g    20
2081r0320 105.08176387   6.65926302     r    20
2081i0320 105.08176387   6.65926302     i    20
2111i0320 106.43736755   3.99278039     i    20
2111r0320 106.43736755   3.99278039     r    20
2111g0320 106.43736755   3.99278039     g    20
2141g0320 107.79635122   1.3302442      g    20
2141r0320 107.79635122   1.3302442      r    20
2141i0320 107.79635122   1.3302442      i    20
2171i0320 109.16454244   -1.32682329    i    20
2171r0320 109.16454244   -1.32682329    r    20
2171g0320 109.16454244   -1.32682329    g    20
2201g0320 110.5478075    -3.97684893    g    20
2201r0320 110.5478075    -3.97684893    r    20
2201i0320 110.5478075    -3.97684893    i    20
2231i0320 111.95213711   -6.61818287    i    20
