# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2201i4322 110.5478075    -3.97684893    i    20
2231i4322 111.95213711   -6.61818287    i    20
2231r4322 111.95213711   -6.61818287    r    20
2231g4322 111.95213711   -6.61818287    g    20
2261g4322 113.38373271   -9.2490713     g    20
2261r4322 113.38373271   -9.2490713     r    20
2261i4322 113.38373271   -9.2490713     i    20
2291i4322 114.84909508   -11.8676266    i    20
2291r4322 114.84909508   -11.8676266    r    20
2291g4322 114.84909508   -11.8676266    g    20
2321g4322 116.35511714   -14.47179442   g    20
2321r4322 116.35511714   -14.47179442   r    20
2321i4322 116.35511714   -14.47179442   i    20
2320i4322 107.16172785   -19.23154822   i    20
2320r4322 107.16172785   -19.23154822   r    20
2320g4322 107.16172785   -19.23154822   g    20
2290g4322 105.73950697   -16.5668878    g    20
2290r4322 105.73950697   -16.5668878    r    20
2290i4322 105.73950697   -16.5668878    i    20
2260i4322 104.3436205    -13.89892227   i    20
2260r4322 104.3436205    -13.89892227   r    20
2260g4322 104.3436205    -13.89892227   g    20
2230g4322 102.96715443   -11.22927899   g    20
2230r4322 102.96715443   -11.22927899   r    20
2230i4322 102.96715443   -11.22927899   i    20
2200i4322 101.6036224    -8.55951219    i    20
2200r4322 101.6036224    -8.55951219    r    20
2200g4322 101.6036224    -8.55951219    g    20
2170g4322 100.24685016   -5.8911321     g    20
2170r4322 100.24685016   -5.8911321     r    20
2170i4322 100.24685016   -5.8911321     i    20
2140i4322 98.89087181    -3.22563177    i    20
2140r4322 98.89087181    -3.22563177    r    20
2140g4322 98.89087181    -3.22563177    g    20
2110g4322 97.52983433    -0.56451246    g    20
2110r4322 97.52983433    -0.56451246    r    20
2110i4322 97.52983433    -0.56451246    i    20
2080i4322 96.15790785    2.09069148     i    20
2080r4322 96.15790785    2.09069148     r    20
2080g4322 96.15790785    2.09069148     g    20
2050g4322 94.76919904    4.73838752     g    20
2050r4322 94.76919904    4.73838752     r    20
2050i4322 94.76919904    4.73838752     i    20
2020i4322 93.35766541    7.37689878     i    20
2020r4322 93.35766541    7.37689878     r    20
2020g4322 93.35766541    7.37689878     g    20
2020g5322 93.35766541    7.37689878     g    20
2020r5322 93.35766541    7.37689878     r    20
2020i5322 93.35766541    7.37689878     i    20
2050i5322 94.76919904    4.73838752     i    20
2050r5322 94.76919904    4.73838752     r    20
2050g5322 94.76919904    4.73838752     g    20
2080g5322 96.15790785    2.09069148     g    20
2080r5322 96.15790785    2.09069148     r    20
2080i5322 96.15790785    2.09069148     i    20
2110i5322 97.52983433    -0.56451246    i    20
2110r5322 97.52983433    -0.56451246    r    20
2110g5322 97.52983433    -0.56451246    g    20
2140g5322 98.89087181    -3.22563177    g    20
2140r5322 98.89087181    -3.22563177    r    20
2140i5322 98.89087181    -3.22563177    i    20
2170i5322 100.24685016   -5.8911321     i    20
2170r5322 100.24685016   -5.8911321     r    20
2170g5322 100.24685016   -5.8911321     g    20
2200g5322 101.6036224    -8.55951219    g    20
2200r5322 101.6036224    -8.55951219    r    20
2200i5322 101.6036224    -8.55951219    i    20
2230i5322 102.96715443   -11.22927899   i    20
2230r5322 102.96715443   -11.22927899   r    20
2230g5322 102.96715443   -11.22927899   g    20
2260g5322 104.3436205    -13.89892227   g    20
2260r5322 104.3436205    -13.89892227   r    20
2260i5322 104.3436205    -13.89892227   i    20
2290i5322 105.73950697   -16.5668878    i    20
2290r5322 105.73950697   -16.5668878    r    20
2290g5322 105.73950697   -16.5668878    g    20
2320g5322 107.16172785   -19.23154822   g    20
2320r5322 107.16172785   -19.23154822   r    20
2320i5322 107.16172785   -19.23154822   i    20
2321i5322 116.35511714   -14.47179442   i    20
2321r5322 116.35511714   -14.47179442   r    20
2321g5322 116.35511714   -14.47179442   g    20
2291g5322 114.84909508   -11.8676266    g    20
2291r5322 114.84909508   -11.8676266    r    20
2291i5322 114.84909508   -11.8676266    i    20
2261i5322 113.38373271   -9.2490713     i    20
2261r5322 113.38373271   -9.2490713     r    20
2261g5322 113.38373271   -9.2490713     g    20
2231g5322 111.95213711   -6.61818287    g    20
2231r5322 111.95213711   -6.61818287    r    20
2231i5322 111.95213711   -6.61818287    i    20
2201i5322 110.5478075    -3.97684893    i    20
2201r5322 110.5478075    -3.97684893    r    20
2201g5322 110.5478075    -3.97684893    g    20
2171g5322 109.16454244   -1.32682329    g    20
2171r5322 109.16454244   -1.32682329    r    20
2171i5322 109.16454244   -1.32682329    i    20
2141i5322 107.79635122   1.3302442      i    20
2141r5322 107.79635122   1.3302442      r    20
2141g5322 107.79635122   1.3302442      g    20
2111g5322 106.43736755   3.99278039     g    20
2111r5322 106.43736755   3.99278039     r    20
2111i5322 106.43736755   3.99278039     i    20
2081i5322 105.08176387   6.65926302     i    20
2081r5322 105.08176387   6.65926302     r    20
2081g5322 105.08176387   6.65926302     g    20
2051g5322 103.72366407   9.32819575     g    20
2051r5322 103.72366407   9.32819575     r    20
2051i5322 103.72366407   9.32819575     i    20
2021i5322 102.35705234   11.99808323    i    20
2021r5322 102.35705234   11.99808323    r    20
2021g5322 102.35705234   11.99808323    g    20
2021g6322 102.35705234   11.99808323    g    20
2021r6322 102.35705234   11.99808323    r    20
2021i6322 102.35705234   11.99808323    i    20
2051i6322 103.72366407   9.32819575     i    20
2051r6322 103.72366407   9.32819575     r    20
2051g6322 103.72366407   9.32819575     g    20
2081g6322 105.08176387   6.65926302     g    20
2081r6322 105.08176387   6.65926302     r    20
2081i6322 105.08176387   6.65926302     i    20
2111i6322 106.43736755   3.99278039     i    20
2111r6322 106.43736755   3.99278039     r    20
2111g6322 106.43736755   3.99278039     g    20
2141g6322 107.79635122   1.3302442      g    20
2141r6322 107.79635122   1.3302442      r    20
2141i6322 107.79635122   1.3302442      i    20
2171i6322 109.16454244   -1.32682329    i    20
2171r6322 109.16454244   -1.32682329    r    20
2171g6322 109.16454244   -1.32682329    g    20
2201g6322 110.5478075    -3.97684893    g    20
2201r6322 110.5478075    -3.97684893    r    20
2201i6322 110.5478075    -3.97684893    i    20
2231i6322 111.95213711   -6.61818287    i    20
2231r6322 111.95213711   -6.61818287    r    20
2231g6322 111.95213711   -6.61818287    g    20
2261g6322 113.38373271   -9.2490713     g    20
2261r6322 113.38373271   -9.2490713     r    20
2261i6322 113.38373271   -9.2490713     i    20
2291i6322 114.84909508   -11.8676266    i    20
2291r6322 114.84909508   -11.8676266    r    20
2291g6322 114.84909508   -11.8676266    g    20
2321g6322 116.35511714   -14.47179442   g    20
2321r6322 116.35511714   -14.47179442   r    20
2321i6322 116.35511714   -14.47179442   i    20
2320i6322 107.16172785   -19.23154822   i    20
2320r6322 107.16172785   -19.23154822   r    20
2320g6322 107.16172785   -19.23154822   g    20
2290g6322 105.73950697   -16.5668878    g    20
2290r6322 105.73950697   -16.5668878    r    20
2290i6322 105.73950697   -16.5668878    i    20
2260i6322 104.3436205    -13.89892227   i    20
2260r6322 104.3436205    -13.89892227   r    20
2260g6322 104.3436205    -13.89892227   g    20
2230g6322 102.96715443   -11.22927899   g    20
2230r6322 102.96715443   -11.22927899   r    20
2230i6322 102.96715443   -11.22927899   i    20
2200i6322 101.6036224    -8.55951219    i    20
2200r6322 101.6036224    -8.55951219    r    20
2200g6322 101.6036224    -8.55951219    g    20
2170g6322 100.24685016   -5.8911321     g    20
2170r6322 100.24685016   -5.8911321     r    20
2170i6322 100.24685016   -5.8911321     i    20
2140i6322 98.89087181    -3.22563177    i    20
2140r6322 98.89087181    -3.22563177    r    20
2140g6322 98.89087181    -3.22563177    g    20
2110g6322 97.52983433    -0.56451246    g    20
2110r6322 97.52983433    -0.56451246    r    20
2110i6322 97.52983433    -0.56451246    i    20
2080i6322 96.15790785    2.09069148     i    20
2080r6322 96.15790785    2.09069148     r    20
2080g6322 96.15790785    2.09069148     g    20
2050g6322 94.76919904    4.73838752     g    20
2050r6322 94.76919904    4.73838752     r    20
2050i6322 94.76919904    4.73838752     i    20
2020i6322 93.35766541    7.37689878     i    20
2020r6322 93.35766541    7.37689878     r    20
2020g6322 93.35766541    7.37689878     g    20
2020g7322 93.35766541    7.37689878     g    20
2020r7322 93.35766541    7.37689878     r    20
2020i7322 93.35766541    7.37689878     i    20
2050i7322 94.76919904    4.73838752     i    20
2050r7322 94.76919904    4.73838752     r    20
2050g7322 94.76919904    4.73838752     g    20
2080g7322 96.15790785    2.09069148     g    20
2080r7322 96.15790785    2.09069148     r    20
2080i7322 96.15790785    2.09069148     i    20
2110i7322 97.52983433    -0.56451246    i    20
2110r7322 97.52983433    -0.56451246    r    20
2110g7322 97.52983433    -0.56451246    g    20
2140g7322 98.89087181    -3.22563177    g    20
2140r7322 98.89087181    -3.22563177    r    20
2140i7322 98.89087181    -3.22563177    i    20
2170i7322 100.24685016   -5.8911321     i    20
2170r7322 100.24685016   -5.8911321     r    20
2170g7322 100.24685016   -5.8911321     g    20
2200g7322 101.6036224    -8.55951219    g    20
2200r7322 101.6036224    -8.55951219    r    20
2200i7322 101.6036224    -8.55951219    i    20
2230i7322 102.96715443   -11.22927899   i    20
2230r7322 102.96715443   -11.22927899   r    20
2230g7322 102.96715443   -11.22927899   g    20
2260g7322 104.3436205    -13.89892227   g    20
2260r7322 104.3436205    -13.89892227   r    20
2260i7322 104.3436205    -13.89892227   i    20
2290i7322 105.73950697   -16.5668878    i    20
2290r7322 105.73950697   -16.5668878    r    20
2290g7322 105.73950697   -16.5668878    g    20
2320g7322 107.16172785   -19.23154822   g    20
2320r7322 107.16172785   -19.23154822   r    20
2320i7322 107.16172785   -19.23154822   i    20
2321i7322 116.35511714   -14.47179442   i    20
2321r7322 116.35511714   -14.47179442   r    20
2321g7322 116.35511714   -14.47179442   g    20
2291g7322 114.84909508   -11.8676266    g    20
2291r7322 114.84909508   -11.8676266    r    20
2291i7322 114.84909508   -11.8676266    i    20
2261i7322 113.38373271   -9.2490713     i    20
2261r7322 113.38373271   -9.2490713     r    20
2261g7322 113.38373271   -9.2490713     g    20
2231g7322 111.95213711   -6.61818287    g    20
2231r7322 111.95213711   -6.61818287    r    20
2231i7322 111.95213711   -6.61818287    i    20
2201i7322 110.5478075    -3.97684893    i    20
2201r7322 110.5478075    -3.97684893    r    20
2201g7322 110.5478075    -3.97684893    g    20
2171g7322 109.16454244   -1.32682329    g    20
2171r7322 109.16454244   -1.32682329    r    20
2171i7322 109.16454244   -1.32682329    i    20
2141i7322 107.79635122   1.3302442      i    20
2141r7322 107.79635122   1.3302442      r    20
2141g7322 107.79635122   1.3302442      g    20
2111g7322 106.43736755   3.99278039     g    20
2111r7322 106.43736755   3.99278039     r    20
2111i7322 106.43736755   3.99278039     i    20
2081i7322 105.08176387   6.65926302     i    20
2081r7322 105.08176387   6.65926302     r    20
2081g7322 105.08176387   6.65926302     g    20
2051g7322 103.72366407   9.32819575     g    20
2051r7322 103.72366407   9.32819575     r    20
2051i7322 103.72366407   9.32819575     i    20
2021i7322 102.35705234   11.99808323    i    20
2021r7322 102.35705234   11.99808323    r    20
2021g7322 102.35705234   11.99808323    g    20
2021g8322 102.35705234   11.99808323    g    20
2021r8322 102.35705234   11.99808323    r    20
2021i8322 102.35705234   11.99808323    i    20
2051i8322 103.72366407   9.32819575     i    20
2051r8322 103.72366407   9.32819575     r    20
2051g8322 103.72366407   9.32819575     g    20
2081g8322 105.08176387   6.65926302     g    20
2081r8322 105.08176387   6.65926302     r    20
2081i8322 105.08176387   6.65926302     i    20
2111i8322 106.43736755   3.99278039     i    20
2111r8322 106.43736755   3.99278039     r    20
2111g8322 106.43736755   3.99278039     g    20
2141g8322 107.79635122   1.3302442      g    20
2141r8322 107.79635122   1.3302442      r    20
2141i8322 107.79635122   1.3302442      i    20
2171i8322 109.16454244   -1.32682329    i    20
2171r8322 109.16454244   -1.32682329    r    20
2171g8322 109.16454244   -1.32682329    g    20
2201g8322 110.5478075    -3.97684893    g    20
2201r8322 110.5478075    -3.97684893    r    20
2201i8322 110.5478075    -3.97684893    i    20
2231i8322 111.95213711   -6.61818287    i    20
2231r8322 111.95213711   -6.61818287    r    20
2231g8322 111.95213711   -6.61818287    g    20
2261g8322 113.38373271   -9.2490713     g    20
2261r8322 113.38373271   -9.2490713     r    20
2261i8322 113.38373271   -9.2490713     i    20
2291i8322 114.84909508   -11.8676266    i    20
2291r8322 114.84909508   -11.8676266    r    20
2291g8322 114.84909508   -11.8676266    g    20
2321g8322 116.35511714   -14.47179442   g    20
2321r8322 116.35511714   -14.47179442   r    20
2321i8322 116.35511714   -14.47179442   i    20
2320i8322 107.16172785   -19.23154822   i    20
2320r8322 107.16172785   -19.23154822   r    20
2320g8322 107.16172785   -19.23154822   g    20
2290g8322 105.73950697   -16.5668878    g    20
2290r8322 105.73950697   -16.5668878    r    20
2290i8322 105.73950697   -16.5668878    i    20
2260i8322 104.3436205    -13.89892227   i    20
2260r8322 104.3436205    -13.89892227   r    20
2260g8322 104.3436205    -13.89892227   g    20
2230g8322 102.96715443   -11.22927899   g    20
2230r8322 102.96715443   -11.22927899   r    20
2230i8322 102.96715443   -11.22927899   i    20
2200i8322 101.6036224    -8.55951219    i    20
2200r8322 101.6036224    -8.55951219    r    20
2200g8322 101.6036224    -8.55951219    g    20
2170g8322 100.24685016   -5.8911321     g    20
2170r8322 100.24685016   -5.8911321     r    20
2170i8322 100.24685016   -5.8911321     i    20
2140i8322 98.89087181    -3.22563177    i    20
2140r8322 98.89087181    -3.22563177    r    20
2140g8322 98.89087181    -3.22563177    g    20
2110g8322 97.52983433    -0.56451246    g    20
2110r8322 97.52983433    -0.56451246    r    20
2110i8322 97.52983433    -0.56451246    i    20
2080i8322 96.15790785    2.09069148     i    20
2080r8322 96.15790785    2.09069148     r    20
2080g8322 96.15790785    2.09069148     g    20
2050g8322 94.76919904    4.73838752     g    20
2050r8322 94.76919904    4.73838752     r    20
2050i8322 94.76919904    4.73838752     i    20
2020i8322 93.35766541    7.37689878     i    20
2020r8322 93.35766541    7.37689878     r    20
2020g8322 93.35766541    7.37689878     g    20
2020g9322 93.35766541    7.37689878     g    20
2020r9322 93.35766541    7.37689878     r    20
2020i9322 93.35766541    7.37689878     i    20
2050i9322 94.76919904    4.73838752     i    20
2050r9322 94.76919904    4.73838752     r    20
2050g9322 94.76919904    4.73838752     g    20
2080g9322 96.15790785    2.09069148     g    20
2080r9322 96.15790785    2.09069148     r    20
2080i9322 96.15790785    2.09069148     i    20
2110i9322 97.52983433    -0.56451246    i    20
2110r9322 97.52983433    -0.56451246    r    20
2110g9322 97.52983433    -0.56451246    g    20
2140g9322 98.89087181    -3.22563177    g    20
2140r9322 98.89087181    -3.22563177    r    20
2140i9322 98.89087181    -3.22563177    i    20
2170i9322 100.24685016   -5.8911321     i    20
2170r9322 100.24685016   -5.8911321     r    20
2170g9322 100.24685016   -5.8911321     g    20
2200g9322 101.6036224    -8.55951219    g    20
2200r9322 101.6036224    -8.55951219    r    20
2200i9322 101.6036224    -8.55951219    i    20
2230i9322 102.96715443   -11.22927899   i    20
2230r9322 102.96715443   -11.22927899   r    20
2230g9322 102.96715443   -11.22927899   g    20
2260g9322 104.3436205    -13.89892227   g    20
2260r9322 104.3436205    -13.89892227   r    20
2260i9322 104.3436205    -13.89892227   i    20
2290i9322 105.73950697   -16.5668878    i    20
2290r9322 105.73950697   -16.5668878    r    20
2290g9322 105.73950697   -16.5668878    g    20
2320g9322 107.16172785   -19.23154822   g    20
2320r9322 107.16172785   -19.23154822   r    20
2320i9322 107.16172785   -19.23154822   i    20
2321i9322 116.35511714   -14.47179442   i    20
2321r9322 116.35511714   -14.47179442   r    20
2321g9322 116.35511714   -14.47179442   g    20
2291g9322 114.84909508   -11.8676266    g    20
2291r9322 114.84909508   -11.8676266    r    20
2291i9322 114.84909508   -11.8676266    i    20
2261i9322 113.38373271   -9.2490713     i    20
2261r9322 113.38373271   -9.2490713     r    20
2261g9322 113.38373271   -9.2490713     g    20
2231g9322 111.95213711   -6.61818287    g    20
2231r9322 111.95213711   -6.61818287    r    20
2231i9322 111.95213711   -6.61818287    i    20
2201i9322 110.5478075    -3.97684893    i    20
2201r9322 110.5478075    -3.97684893    r    20
2201g9322 110.5478075    -3.97684893    g    20
2171g9322 109.16454244   -1.32682329    g    20
2171r9322 109.16454244   -1.32682329    r    20
2171i9322 109.16454244   -1.32682329    i    20
2141i9322 107.79635122   1.3302442      i    20
2141r9322 107.79635122   1.3302442      r    20
2141g9322 107.79635122   1.3302442      g    20
2111g9322 106.43736755   3.99278039     g    20
2111r9322 106.43736755   3.99278039     r    20
2111i9322 106.43736755   3.99278039     i    20
2081i9322 105.08176387   6.65926302     i    20
2081r9322 105.08176387   6.65926302     r    20
2081g9322 105.08176387   6.65926302     g    20
2051g9322 103.72366407   9.32819575     g    20
2051r9322 103.72366407   9.32819575     r    20
2051i9322 103.72366407   9.32819575     i    20
2021i9322 102.35705234   11.99808323    i    20
2021r9322 102.35705234   11.99808323    r    20
2021g9322 102.35705234   11.99808323    g    20
2021g0322 102.35705234   11.99808323    g    20
2021r0322 102.35705234   11.99808323    r    20
2021i0322 102.35705234   11.99808323    i    20
2051i0322 103.72366407   9.32819575     i    20
2051r0322 103.72366407   9.32819575     r    20
2051g0322 103.72366407   9.32819575     g    20
2081g0322 105.08176387   6.65926302     g    20
2081r0322 105.08176387   6.65926302     r    20
2081i0322 105.08176387   6.65926302     i    20
2111i0322 106.43736755   3.99278039     i    20
2111r0322 106.43736755   3.99278039     r    20
2111g0322 106.43736755   3.99278039     g    20
2141g0322 107.79635122   1.3302442      g    20
2141r0322 107.79635122   1.3302442      r    20
2141i0322 107.79635122   1.3302442      i    20
2171i0322 109.16454244   -1.32682329    i    20
2171r0322 109.16454244   -1.32682329    r    20
2171g0322 109.16454244   -1.32682329    g    20
2201g0322 110.5478075    -3.97684893    g    20
2201r0322 110.5478075    -3.97684893    r    20
2201i0322 110.5478075    -3.97684893    i    20
2231i0322 111.95213711   -6.61818287    i    20
