# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2080r2319 96.2579744610  2.09069148   r    20
2080g2319 96.2579744610  2.09069148   g    20
2050g2319 94.8695419856  4.73838752   g    20
2050r2319 94.8695419856  4.73838752   r    20
2050i2319 94.8695419856  4.73838752   i    20
2020i2319 93.4585000169  7.37689878   i    20
2020r2319 93.4585000169  7.37689878   r    20
2020g2319 93.4585000169  7.37689878   g    20
2020g3319 93.4585000169  7.37689878   g    20
2020r3319 93.4585000169  7.37689878   r    20
2020i3319 93.4585000169  7.37689878   i    20
2050i3319 94.8695419856  4.73838752   i    20
2050r3319 94.8695419856  4.73838752   r    20
2050g3319 94.8695419856  4.73838752   g    20
2080g3319 96.2579744610  2.09069148   g    20
2080r3319 96.2579744610  2.09069148   r    20
2080i3319 96.2579744610  2.09069148   i    20
2110i3319 97.6298391839  -0.56451246  i    20
2110r3319 97.6298391839  -0.56451246  r    20
2110g3319 97.6298391839  -0.56451246  g    20
2140g3319 98.9910304922  -3.22563177  g    20
2140r3319 98.9910304922  -3.22563177  r    20
2140i3319 98.9910304922  -3.22563177  i    20
2170i3319 100.3473810925 -5.8911321   i    20
2170r3319 100.3473810925 -5.8911321   r    20
2170g3319 100.3473810925 -5.8911321   g    20
2200g3319 101.7047487654 -8.55951219  g    20
2200r3319 101.7047487654 -8.55951219  r    20
2200i3319 101.7047487654 -8.55951219  i    20
2230i3319 103.0691062184 -11.22927899 i    20
2230r3319 103.0691062184 -11.22927899 r    20
2230g3319 103.0691062184 -11.22927899 g    20
2260g3319 104.4466367117 -13.89892227 g    20
2260r3319 104.4466367117 -13.89892227 r    20
2260i3319 104.4466367117 -13.89892227 i    20
2290i3319 105.8438380104 -16.5668878  i    20
2290r3319 105.8438380104 -16.5668878  r    20
2290g3319 105.8438380104 -16.5668878  g    20
2320g3319 107.2676381593 -19.23154822 g    20
2320r3319 107.2676381593 -19.23154822 r    20
2320i3319 107.2676381593 -19.23154822 i    20
2321i3319 116.4583940353 -14.47179442 i    20
2321r3319 116.4583940353 -14.47179442 r    20
2321g3319 116.4583940353 -14.47179442 g    20
2291g3319 114.9512792316 -11.8676266  g    20
2291r3319 114.9512792316 -11.8676266  r    20
2291i3319 114.9512792316 -11.8676266  i    20
2261i3319 113.4850499381 -9.2490713   i    20
2261r3319 113.4850499381 -9.2490713   r    20
2261g3319 113.4850499381 -9.2490713   g    20
2231g3319 112.0528079563 -6.61818287  g    20
2231r3319 112.0528079563 -6.61818287  r    20
2231i3319 112.0528079563 -6.61818287  i    20
2201i3319 110.6480488657 -3.97684893  i    20
2201r3319 110.6480488657 -3.97684893  r    20
2201g3319 110.6480488657 -3.97684893  g    20
2171g3319 109.2645692593 -1.32682329  g    20
2171r3319 109.2645692593 -1.32682329  r    20
2171i3319 109.2645692593 -1.32682329  i    20
2141i3319 107.8963781778 1.3302442    i    20
2141r3319 107.8963781778 1.3302442    r    20
2141g3319 107.8963781778 1.3302442    g    20
2111g3319 106.5376108573 3.99278039   g    20
2111r3319 106.5376108573 3.99278039   r    20
2111i3319 106.5376108573 3.99278039   i    20
2081i3319 105.1824431176 6.65926302   i    20
2081r3319 105.1824431176 6.65926302   r    20
2081g3319 105.1824431176 6.65926302   g    20
2051g3319 103.8250041846 9.32819575   g    20
2051r3319 103.8250041846 9.32819575   r    20
2051i3319 103.8250041846 9.32819575   i    20
2021i3319 102.4592856726 11.99808323  i    20
2021r3319 102.4592856726 11.99808323  r    20
2021g3319 102.4592856726 11.99808323  g    20
2021g4319 102.4592856726 11.99808323  g    20
2021r4319 102.4592856726 11.99808323  r    20
2021i4319 102.4592856726 11.99808323  i    20
2051i4319 103.8250041846 9.32819575   i    20
2051r4319 103.8250041846 9.32819575   r    20
2051g4319 103.8250041846 9.32819575   g    20
2081g4319 105.1824431176 6.65926302   g    20
2081r4319 105.1824431176 6.65926302   r    20
2081i4319 105.1824431176 6.65926302   i    20
2111i4319 106.5376108573 3.99278039   i    20
2111r4319 106.5376108573 3.99278039   r    20
2111g4319 106.5376108573 3.99278039   g    20
2141g4319 107.8963781778 1.3302442    g    20
2141r4319 107.8963781778 1.3302442    r    20
2141i4319 107.8963781778 1.3302442    i    20
2171i4319 109.2645692593 -1.32682329  i    20
2171r4319 109.2645692593 -1.32682329  r    20
2171g4319 109.2645692593 -1.32682329  g    20
2201g4319 110.6480488657 -3.97684893  g    20
2201r4319 110.6480488657 -3.97684893  r    20
2201i4319 110.6480488657 -3.97684893  i    20
2231i4319 112.0528079563 -6.61818287  i    20
2231r4319 112.0528079563 -6.61818287  r    20
2231g4319 112.0528079563 -6.61818287  g    20
2261g4319 113.4850499381 -9.2490713   g    20
2261r4319 113.4850499381 -9.2490713   r    20
2261i4319 113.4850499381 -9.2490713   i    20
2291i4319 114.9512792316 -11.8676266  i    20
2291r4319 114.9512792316 -11.8676266  r    20
2291g4319 114.9512792316 -11.8676266  g    20
2321g4319 116.4583940353 -14.47179442 g    20
2321r4319 116.4583940353 -14.47179442 r    20
2321i4319 116.4583940353 -14.47179442 i    20
2320i4319 107.2676381593 -19.23154822 i    20
2320r4319 107.2676381593 -19.23154822 r    20
2320g4319 107.2676381593 -19.23154822 g    20
2290g4319 105.8438380104 -16.5668878  g    20
2290r4319 105.8438380104 -16.5668878  r    20
2290i4319 105.8438380104 -16.5668878  i    20
2260i4319 104.4466367117 -13.89892227 i    20
2260r4319 104.4466367117 -13.89892227 r    20
2260g4319 104.4466367117 -13.89892227 g    20
2230g4319 103.0691062184 -11.22927899 g    20
2230r4319 103.0691062184 -11.22927899 r    20
2230i4319 103.0691062184 -11.22927899 i    20
2200i4319 101.7047487654 -8.55951219  i    20
2200r4319 101.7047487654 -8.55951219  r    20
2200g4319 101.7047487654 -8.55951219  g    20
2170g4319 100.3473810925 -5.8911321   g    20
2170r4319 100.3473810925 -5.8911321   r    20
2170i4319 100.3473810925 -5.8911321   i    20
2140i4319 98.9910304922  -3.22563177  i    20
2140r4319 98.9910304922  -3.22563177  r    20
2140g4319 98.9910304922  -3.22563177  g    20
2110g4319 97.6298391839  -0.56451246  g    20
2110r4319 97.6298391839  -0.56451246  r    20
2110i4319 97.6298391839  -0.56451246  i    20
2080i4319 96.2579744610  2.09069148   i    20
2080r4319 96.2579744610  2.09069148   r    20
2080g4319 96.2579744610  2.09069148   g    20
2050g4319 94.8695419856  4.73838752   g    20
2050r4319 94.8695419856  4.73838752   r    20
2050i4319 94.8695419856  4.73838752   i    20
2020i4319 93.4585000169  7.37689878   i    20
2020r4319 93.4585000169  7.37689878   r    20
2020g4319 93.4585000169  7.37689878   g    20
2020g5319 93.4585000169  7.37689878   g    20
2020r5319 93.4585000169  7.37689878   r    20
2020i5319 93.4585000169  7.37689878   i    20
2050i5319 94.8695419856  4.73838752   i    20
2050r5319 94.8695419856  4.73838752   r    20
2050g5319 94.8695419856  4.73838752   g    20
2080g5319 96.2579744610  2.09069148   g    20
2080r5319 96.2579744610  2.09069148   r    20
2080i5319 96.2579744610  2.09069148   i    20
2110i5319 97.6298391839  -0.56451246  i    20
2110r5319 97.6298391839  -0.56451246  r    20
2110g5319 97.6298391839  -0.56451246  g    20
2140g5319 98.9910304922  -3.22563177  g    20
2140r5319 98.9910304922  -3.22563177  r    20
2140i5319 98.9910304922  -3.22563177  i    20
2170i5319 100.3473810925 -5.8911321	  i    20
2170r5319 100.3473810925 -5.8911321	  r    20
2170g5319 100.3473810925 -5.8911321	  g    20
2200g5319 101.7047487654 -8.55951219  g    20
2200r5319 101.7047487654 -8.55951219  r    20
2200i5319 101.7047487654 -8.55951219  i    20
2230i5319 103.0691062184 -11.22927899 i    20
2230r5319 103.0691062184 -11.22927899 r    20
2230g5319 103.0691062184 -11.22927899 g    20
2260g5319 104.4466367117 -13.89892227 g    20
2260r5319 104.4466367117 -13.89892227 r    20
2260i5319 104.4466367117 -13.89892227 i    20
2290i5319 105.8438380104 -16.5668878  i    20
2290r5319 105.8438380104 -16.5668878  r    20
2290g5319 105.8438380104 -16.5668878  g    20
2320g5319 107.2676381593 -19.23154822 g    20
2320r5319 107.2676381593 -19.23154822 r    20
2320i5319 107.2676381593 -19.23154822 i    20
2321i5319 116.4583940353 -14.47179442 i    20
2321r5319 116.4583940353 -14.47179442 r    20
2321g5319 116.4583940353 -14.47179442 g    20
2291g5319 114.9512792316 -11.8676266  g    20
2291r5319 114.9512792316 -11.8676266  r    20
2291i5319 114.9512792316 -11.8676266  i    20
2261i5319 113.4850499381 -9.2490713   i    20
2261r5319 113.4850499381 -9.2490713   r    20
2261g5319 113.4850499381 -9.2490713   g    20
2231g5319 112.0528079563 -6.61818287  g    20
2231r5319 112.0528079563 -6.61818287  r    20
2231i5319 112.0528079563 -6.61818287  i    20
2201i5319 110.6480488657 -3.97684893  i    20
2201r5319 110.6480488657 -3.97684893  r    20
2201g5319 110.6480488657 -3.97684893  g    20
2171g5319 109.2645692593 -1.32682329  g    20
2171r5319 109.2645692593 -1.32682329  r    20
2171i5319 109.2645692593 -1.32682329  i    20
2141i5319 107.8963781778 1.3302442    i    20
2141r5319 107.8963781778 1.3302442    r    20
2141g5319 107.8963781778 1.3302442    g    20
2111g5319 106.5376108573 3.99278039   g    20
2111r5319 106.5376108573 3.99278039   r    20
2111i5319 106.5376108573 3.99278039   i    20
2081i5319 105.1824431176 6.65926302   i    20
2081r5319 105.1824431176 6.65926302   r    20
2081g5319 105.1824431176 6.65926302   g    20
2051g5319 103.8250041846 9.32819575   g    20
2051r5319 103.8250041846 9.32819575   r    20
2051i5319 103.8250041846 9.32819575   i    20
2021i5319 102.4592856726 11.99808323  i    20
2021r5319 102.4592856726 11.99808323  r    20
2021g5319 102.4592856726 11.99808323  g    20
2021g6319 102.4592856726 11.99808323  g    20
2021r6319 102.4592856726 11.99808323  r    20
2021i6319 102.4592856726 11.99808323  i    20
2051i6319 103.8250041846 9.32819575   i    20
2051r6319 103.8250041846 9.32819575   r    20
2051g6319 103.8250041846 9.32819575   g    20
2081g6319 105.1824431176 6.65926302   g    20
2081r6319 105.1824431176 6.65926302   r    20
2081i6319 105.1824431176 6.65926302   i    20
2111i6319 106.5376108573 3.99278039   i    20
2111r6319 106.5376108573 3.99278039   r    20
2111g6319 106.5376108573 3.99278039   g    20
2141g6319 107.8963781778 1.3302442    g    20
2141r6319 107.8963781778 1.3302442    r    20
2141i6319 107.8963781778 1.3302442    i    20
2171i6319 109.2645692593 -1.32682329  i    20
2171r6319 109.2645692593 -1.32682329  r    20
2171g6319 109.2645692593 -1.32682329  g    20
2201g6319 110.6480488657 -3.97684893  g    20
2201r6319 110.6480488657 -3.97684893  r    20
2201i6319 110.6480488657 -3.97684893  i    20
2231i6319 112.0528079563 -6.61818287  i    20
2231r6319 112.0528079563 -6.61818287  r    20
2231g6319 112.0528079563 -6.61818287  g    20
2261g6319 113.4850499381 -9.2490713   g    20
2261r6319 113.4850499381 -9.2490713   r    20
2261i6319 113.4850499381 -9.2490713   i    20
2291i6319 114.9512792316 -11.8676266  i    20
2291r6319 114.9512792316 -11.8676266  r    20
2291g6319 114.9512792316 -11.8676266  g    20
2321g6319 116.4583940353 -14.47179442 g    20
2321r6319 116.4583940353 -14.47179442 r    20
2321i6319 116.4583940353 -14.47179442 i    20
2320i6319 107.2676381593 -19.23154822 i    20
2320r6319 107.2676381593 -19.23154822 r    20
2320g6319 107.2676381593 -19.23154822 g    20
2290g6319 105.8438380104 -16.5668878  g    20
2290r6319 105.8438380104 -16.5668878  r    20
2290i6319 105.8438380104 -16.5668878  i    20
2260i6319 104.4466367117 -13.89892227 i    20
2260r6319 104.4466367117 -13.89892227 r    20
2260g6319 104.4466367117 -13.89892227 g    20
2230g6319 103.0691062184 -11.22927899 g    20
2230r6319 103.0691062184 -11.22927899 r    20
2230i6319 103.0691062184 -11.22927899 i    20
2200i6319 101.7047487654 -8.55951219  i    20
2200r6319 101.7047487654 -8.55951219  r    20
2200g6319 101.7047487654 -8.55951219  g    20
2170g6319 100.3473810925 -5.8911321   g    20
2170r6319 100.3473810925 -5.8911321   r    20
2170i6319 100.3473810925 -5.8911321   i    20
2140i6319 98.9910304922  -3.22563177  i    20
2140r6319 98.9910304922  -3.22563177  r    20
2140g6319 98.9910304922  -3.22563177  g    20
2110g6319 97.6298391839  -0.56451246  g    20
2110r6319 97.6298391839  -0.56451246  r    20
2110i6319 97.6298391839  -0.56451246  i    20
2080i6319 96.2579744610  2.09069148   i    20
2080r6319 96.2579744610  2.09069148   r    20
2080g6319 96.2579744610  2.09069148   g    20
2050g6319 94.8695419856  4.73838752   g    20
2050r6319 94.8695419856  4.73838752   r    20
2050i6319 94.8695419856  4.73838752   i    20
2020i6319 93.4585000169  7.37689878   i    20
2020r6319 93.4585000169  7.37689878   r    20
2020g6319 93.4585000169  7.37689878   g    20
2020g7319 93.4585000169  7.37689878   g    20
2020r7319 93.4585000169  7.37689878   r    20
2020i7319 93.4585000169  7.37689878   i    20
2050i7319 94.8695419856  4.73838752   i    20
2050r7319 94.8695419856  4.73838752   r    20
2050g7319 94.8695419856  4.73838752   g    20
2080g7319 96.2579744610  2.09069148   g    20
2080r7319 96.2579744610  2.09069148   r    20
2080i7319 96.2579744610  2.09069148   i    20
2110i7319 97.6298391839  -0.56451246  i    20
2110r7319 97.6298391839  -0.56451246  r    20
2110g7319 97.6298391839  -0.56451246  g    20
2140g7319 98.9910304922  -3.22563177  g    20
2140r7319 98.9910304922  -3.22563177  r    20
2140i7319 98.9910304922  -3.22563177  i    20
2170i7319 100.3473810925 -5.8911321   i    20
2170r7319 100.3473810925 -5.8911321   r    20
2170g7319 100.3473810925 -5.8911321   g    20
2200g7319 101.7047487654 -8.55951219  g    20
2200r7319 101.7047487654 -8.55951219  r    20
2200i7319 101.7047487654 -8.55951219  i    20
2230i7319 103.0691062184 -11.22927899 i    20
2230r7319 103.0691062184 -11.22927899 r    20
2230g7319 103.0691062184 -11.22927899 g    20
2260g7319 104.4466367117 -13.89892227 g    20
2260r7319 104.4466367117 -13.89892227 r    20
2260i7319 104.4466367117 -13.89892227 i    20
2290i7319 105.8438380104 -16.5668878  i    20
2290r7319 105.8438380104 -16.5668878  r    20
2290g7319 105.8438380104 -16.5668878  g    20
2320g7319 107.2676381593 -19.23154822 g    20
2320r7319 107.2676381593 -19.23154822 r    20
2320i7319 107.2676381593 -19.23154822 i    20
2321i7319 116.4583940353 -14.47179442 i    20
2321r7319 116.4583940353 -14.47179442 r    20
2321g7319 116.4583940353 -14.47179442 g    20
2291g7319 114.9512792316 -11.8676266  g    20
2291r7319 114.9512792316 -11.8676266  r    20
2291i7319 114.9512792316 -11.8676266  i    20
2261i7319 113.4850499381 -9.2490713   i    20
2261r7319 113.4850499381 -9.2490713   r    20
2261g7319 113.4850499381 -9.2490713   g    20
2231g7319 112.0528079563 -6.61818287  g    20
2231r7319 112.0528079563 -6.61818287  r    20
2231i7319 112.0528079563 -6.61818287  i    20
2201i7319 110.6480488657 -3.97684893  i    20
2201r7319 110.6480488657 -3.97684893  r    20
2201g7319 110.6480488657 -3.97684893  g    20
2171g7319 109.2645692593 -1.32682329  g    20
2171r7319 109.2645692593 -1.32682329  r    20
2171i7319 109.2645692593 -1.32682329  i    20
2141i7319 107.8963781778 1.3302442    i    20
2141r7319 107.8963781778 1.3302442    r    20
2141g7319 107.8963781778 1.3302442    g    20
2111g7319 106.5376108573 3.99278039   g    20
2111r7319 106.5376108573 3.99278039   r    20
2111i7319 106.5376108573 3.99278039   i    20
2081i7319 105.1824431176 6.65926302   i    20
2081r7319 105.1824431176 6.65926302   r    20
2081g7319 105.1824431176 6.65926302   g    20
2051g7319 103.8250041846 9.32819575   g    20
2051r7319 103.8250041846 9.32819575   r    20
2051i7319 103.8250041846 9.32819575   i    20
2021i7319 102.4592856726 11.99808323  i    20
2021r7319 102.4592856726 11.99808323  r    20
2021g7319 102.4592856726 11.99808323  g    20
2021g8319 102.4592856726 11.99808323  g    20
2021r8319 102.4592856726 11.99808323  r    20
2021i8319 102.4592856726 11.99808323  i    20
2051i8319 103.8250041846 9.32819575   i    20
2051r8319 103.8250041846 9.32819575   r    20
2051g8319 103.8250041846 9.32819575   g    20
2081g8319 105.1824431176 6.65926302   g    20
2081r8319 105.1824431176 6.65926302   r    20
2081i8319 105.1824431176 6.65926302   i    20
2111i8319 106.5376108573 3.99278039   i    20
2111r8319 106.5376108573 3.99278039   r    20
2111g8319 106.5376108573 3.99278039   g    20
2141g8319 107.8963781778 1.3302442	  g    20
2141r8319 107.8963781778 1.3302442	  r    20
2141i8319 107.8963781778 1.3302442	  i    20
2171i8319 109.2645692593 -1.32682329  i    20
2171r8319 109.2645692593 -1.32682329  r    20
2171g8319 109.2645692593 -1.32682329  g    20
2201g8319 110.6480488657 -3.97684893  g    20
2201r8319 110.6480488657 -3.97684893  r    20
2201i8319 110.6480488657 -3.97684893  i    20
2231i8319 112.0528079563 -6.61818287  i    20
2231r8319 112.0528079563 -6.61818287  r    20
2231g8319 112.0528079563 -6.61818287  g    20
2261g8319 113.4850499381 -9.2490713   g    20
2261r8319 113.4850499381 -9.2490713   r    20
2261i8319 113.4850499381 -9.2490713   i    20
2291i8319 114.9512792316 -11.8676266  i    20
2291r8319 114.9512792316 -11.8676266  r    20
2291g8319 114.9512792316 -11.8676266  g    20
2321g8319 116.4583940353 -14.47179442 g    20
2321r8319 116.4583940353 -14.47179442 r    20
2321i8319 116.4583940353 -14.47179442 i    20
2320i8319 107.2676381593 -19.23154822 i    20
2320r8319 107.2676381593 -19.23154822 r    20
2320g8319 107.2676381593 -19.23154822 g    20
2290g8319 105.8438380104 -16.5668878  g    20
2290r8319 105.8438380104 -16.5668878  r    20
2290i8319 105.8438380104 -16.5668878  i    20
2260i8319 104.4466367117 -13.89892227 i    20
2260r8319 104.4466367117 -13.89892227 r    20
2260g8319 104.4466367117 -13.89892227 g    20
2230g8319 103.0691062184 -11.22927899 g    20
2230r8319 103.0691062184 -11.22927899 r    20
2230i8319 103.0691062184 -11.22927899 i    20
2200i8319 101.7047487654 -8.55951219  i    20
2200r8319 101.7047487654 -8.55951219  r    20
2200g8319 101.7047487654 -8.55951219  g    20
2170g8319 100.3473810925 -5.8911321   g    20
2170r8319 100.3473810925 -5.8911321   r    20
2170i8319 100.3473810925 -5.8911321   i    20
2140i8319 98.9910304922  -3.22563177  i    20
2140r8319 98.9910304922  -3.22563177  r    20
2140g8319 98.9910304922  -3.22563177  g    20
2110g8319 97.6298391839  -0.56451246  g    20
2110r8319 97.6298391839  -0.56451246  r    20
2110i8319 97.6298391839  -0.56451246  i    20
2080i8319 96.2579744610  2.09069148   i    20
2080r8319 96.2579744610  2.09069148   r    20
2080g8319 96.2579744610  2.09069148   g    20
2050g8319 94.8695419856  4.73838752   g    20
2050r8319 94.8695419856  4.73838752   r    20
2050i8319 94.8695419856  4.73838752   i    20
2020i8319 93.4585000169  7.37689878   i    20
2020r8319 93.4585000169  7.37689878   r    20
2020g8319 93.4585000169  7.37689878   g    20
2020g9319 93.4585000169  7.37689878   g    20
2020r9319 93.4585000169  7.37689878   r    20
2020i9319 93.4585000169  7.37689878   i    20
2050i9319 94.8695419856  4.73838752   i    20
2050r9319 94.8695419856  4.73838752   r    20
2050g9319 94.8695419856  4.73838752   g    20
2080g9319 96.2579744610  2.09069148   g    20
2080r9319 96.2579744610  2.09069148   r    20
2080i9319 96.2579744610  2.09069148   i    20
2110i9319 97.6298391839  -0.56451246  i    20
2110r9319 97.6298391839  -0.56451246  r    20
2110g9319 97.6298391839  -0.56451246  g    20
2140g9319 98.9910304922  -3.22563177  g    20
2140r9319 98.9910304922  -3.22563177  r    20
2140i9319 98.9910304922  -3.22563177  i    20
2170i9319 100.3473810925 -5.8911321   i    20
2170r9319 100.3473810925 -5.8911321   r    20
2170g9319 100.3473810925 -5.8911321   g    20
2200g9319 101.7047487654 -8.55951219  g    20
2200r9319 101.7047487654 -8.55951219  r    20
2200i9319 101.7047487654 -8.55951219  i    20
2230i9319 103.0691062184 -11.22927899 i    20
2230r9319 103.0691062184 -11.22927899 r    20
2230g9319 103.0691062184 -11.22927899 g    20
2260g9319 104.4466367117 -13.89892227 g    20
2260r9319 104.4466367117 -13.89892227 r    20
2260i9319 104.4466367117 -13.89892227 i    20
2290i9319 105.8438380104 -16.5668878  i    20
2290r9319 105.8438380104 -16.5668878  r    20
2290g9319 105.8438380104 -16.5668878  g    20
2320g9319 107.2676381593 -19.23154822 g    20
2320r9319 107.2676381593 -19.23154822 r    20
2320i9319 107.2676381593 -19.23154822 i    20
2321i9319 116.4583940353 -14.47179442 i    20
2321r9319 116.4583940353 -14.47179442 r    20
2321g9319 116.4583940353 -14.47179442 g    20
2291g9319 114.9512792316 -11.8676266  g    20
2291r9319 114.9512792316 -11.8676266  r    20
2291i9319 114.9512792316 -11.8676266  i    20
2261i9319 113.4850499381 -9.2490713   i    20
2261r9319 113.4850499381 -9.2490713   r    20
2261g9319 113.4850499381 -9.2490713   g    20
2231g9319 112.0528079563 -6.61818287  g    20
2231r9319 112.0528079563 -6.61818287  r    20
2231i9319 112.0528079563 -6.61818287  i    20
2201i9319 110.6480488657 -3.97684893  i    20
2201r9319 110.6480488657 -3.97684893  r    20
2201g9319 110.6480488657 -3.97684893  g    20
2171g9319 109.2645692593 -1.32682329  g    20
2171r9319 109.2645692593 -1.32682329  r    20
2171i9319 109.2645692593 -1.32682329  i    20
2141i9319 107.8963781778 1.3302442    i    20
2141r9319 107.8963781778 1.3302442    r    20
2141g9319 107.8963781778 1.3302442    g    20
2111g9319 106.5376108573 3.99278039   g    20
2111r9319 106.5376108573 3.99278039   r    20
2111i9319 106.5376108573 3.99278039   i    20
2081i9319 105.1824431176 6.65926302   i    20
2081r9319 105.1824431176 6.65926302   r    20
2081g9319 105.1824431176 6.65926302   g    20
