# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2261r2323 113.4850499381 -9.2490713   r    20
2261i2323 113.4850499381 -9.2490713   i    20
2291i2323 114.9512792316 -11.8676266  i    20
2291r2323 114.9512792316 -11.8676266  r    20
2291g2323 114.9512792316 -11.8676266  g    20
2321g2323 116.4583940353 -14.47179442 g    20
2321r2323 116.4583940353 -14.47179442 r    20
2321i2323 116.4583940353 -14.47179442 i    20
2320i2323 107.2676381593 -19.23154822 i    20
2320r2323 107.2676381593 -19.23154822 r    20
2320g2323 107.2676381593 -19.23154822 g    20
2290g2323 105.8438380104 -16.5668878  g    20
2290r2323 105.8438380104 -16.5668878  r    20
2290i2323 105.8438380104 -16.5668878  i    20
2260i2323 104.4466367117 -13.89892227 i    20
2260r2323 104.4466367117 -13.89892227 r    20
2260g2323 104.4466367117 -13.89892227 g    20
2230g2323 103.0691062184 -11.22927899 g    20
2230r2323 103.0691062184 -11.22927899 r    20
2230i2323 103.0691062184 -11.22927899 i    20
2200i2323 101.7047487654 -8.55951219  i    20
2200r2323 101.7047487654 -8.55951219  r    20
2200g2323 101.7047487654 -8.55951219  g    20
2170g2323 100.3473810925 -5.8911321   g    20
2170r2323 100.3473810925 -5.8911321   r    20
2170i2323 100.3473810925 -5.8911321   i    20
2140i2323 98.9910304922  -3.22563177  i    20
2140r2323 98.9910304922  -3.22563177  r    20
2140g2323 98.9910304922  -3.22563177  g    20
2110g2323 97.6298391839  -0.56451246  g    20
2110r2323 97.6298391839  -0.56451246  r    20
2110i2323 97.6298391839  -0.56451246  i    20
2080i2323 96.2579744610  2.09069148   i    20
2080r2323 96.2579744610  2.09069148   r    20
2080g2323 96.2579744610  2.09069148   g    20
2050g2323 94.8695419856  4.73838752   g    20
2050r2323 94.8695419856  4.73838752   r    20
2050i2323 94.8695419856  4.73838752   i    20
2020i2323 93.4585000169  7.37689878   i    20
2020r2323 93.4585000169  7.37689878   r    20
2020g2323 93.4585000169  7.37689878   g    20
2020g3323 93.4585000169  7.37689878   g    20
2020r3323 93.4585000169  7.37689878   r    20
2020i3323 93.4585000169  7.37689878   i    20
2050i3323 94.8695419856  4.73838752   i    20
2050r3323 94.8695419856  4.73838752   r    20
2050g3323 94.8695419856  4.73838752   g    20
2080g3323 96.2579744610  2.09069148   g    20
2080r3323 96.2579744610  2.09069148   r    20
2080i3323 96.2579744610  2.09069148   i    20
2110i3323 97.6298391839  -0.56451246  i    20
2110r3323 97.6298391839  -0.56451246  r    20
2110g3323 97.6298391839  -0.56451246  g    20
2140g3323 98.9910304922  -3.22563177  g    20
2140r3323 98.9910304922  -3.22563177  r    20
2140i3323 98.9910304922  -3.22563177  i    20
2170i3323 100.3473810925 -5.8911321   i    20
2170r3323 100.3473810925 -5.8911321   r    20
2170g3323 100.3473810925 -5.8911321   g    20
2200g3323 101.7047487654 -8.55951219  g    20
2200r3323 101.7047487654 -8.55951219  r    20
2200i3323 101.7047487654 -8.55951219  i    20
2230i3323 103.0691062184 -11.22927899 i    20
2230r3323 103.0691062184 -11.22927899 r    20
2230g3323 103.0691062184 -11.22927899 g    20
2260g3323 104.4466367117 -13.89892227 g    20
2260r3323 104.4466367117 -13.89892227 r    20
2260i3323 104.4466367117 -13.89892227 i    20
2290i3323 105.8438380104 -16.5668878  i    20
2290r3323 105.8438380104 -16.5668878  r    20
2290g3323 105.8438380104 -16.5668878  g    20
2320g3323 107.2676381593 -19.23154822 g    20
2320r3323 107.2676381593 -19.23154822 r    20
2320i3323 107.2676381593 -19.23154822 i    20
2321i3323 116.4583940353 -14.47179442 i    20
2321r3323 116.4583940353 -14.47179442 r    20
2321g3323 116.4583940353 -14.47179442 g    20
2291g3323 114.9512792316 -11.8676266  g    20
2291r3323 114.9512792316 -11.8676266  r    20
2291i3323 114.9512792316 -11.8676266  i    20
2261i3323 113.4850499381 -9.2490713   i    20
2261r3323 113.4850499381 -9.2490713   r    20
2261g3323 113.4850499381 -9.2490713   g    20
2231g3323 112.0528079563 -6.61818287  g    20
2231r3323 112.0528079563 -6.61818287  r    20
2231i3323 112.0528079563 -6.61818287  i    20
2201i3323 110.6480488657 -3.97684893  i    20
2201r3323 110.6480488657 -3.97684893  r    20
2201g3323 110.6480488657 -3.97684893  g    20
2171g3323 109.2645692593 -1.32682329  g    20
2171r3323 109.2645692593 -1.32682329  r    20
2171i3323 109.2645692593 -1.32682329  i    20
2141i3323 107.8963781778 1.3302442    i    20
2141r3323 107.8963781778 1.3302442    r    20
2141g3323 107.8963781778 1.3302442    g    20
2111g3323 106.5376108573 3.99278039   g    20
2111r3323 106.5376108573 3.99278039   r    20
2111i3323 106.5376108573 3.99278039   i    20
2081i3323 105.1824431176 6.65926302   i    20
2081r3323 105.1824431176 6.65926302   r    20
2081g3323 105.1824431176 6.65926302   g    20
2051g3323 103.8250041846 9.32819575   g    20
2051r3323 103.8250041846 9.32819575   r    20
2051i3323 103.8250041846 9.32819575   i    20
2021i3323 102.4592856726 11.99808323  i    20
2021r3323 102.4592856726 11.99808323  r    20
2021g3323 102.4592856726 11.99808323  g    20
2021g4323 102.4592856726 11.99808323  g    20
2021r4323 102.4592856726 11.99808323  r    20
2021i4323 102.4592856726 11.99808323  i    20
2051i4323 103.8250041846 9.32819575   i    20
2051r4323 103.8250041846 9.32819575   r    20
2051g4323 103.8250041846 9.32819575   g    20
2081g4323 105.1824431176 6.65926302   g    20
2081r4323 105.1824431176 6.65926302   r    20
2081i4323 105.1824431176 6.65926302   i    20
2111i4323 106.5376108573 3.99278039   i    20
2111r4323 106.5376108573 3.99278039   r    20
2111g4323 106.5376108573 3.99278039   g    20
2141g4323 107.8963781778 1.3302442    g    20
2141r4323 107.8963781778 1.3302442    r    20
2141i4323 107.8963781778 1.3302442    i    20
2171i4323 109.2645692593 -1.32682329  i    20
2171r4323 109.2645692593 -1.32682329  r    20
2171g4323 109.2645692593 -1.32682329  g    20
2201g4323 110.6480488657 -3.97684893  g    20
2201r4323 110.6480488657 -3.97684893  r    20
2201i4323 110.6480488657 -3.97684893  i    20
2231i4323 112.0528079563 -6.61818287  i    20
2231r4323 112.0528079563 -6.61818287  r    20
2231g4323 112.0528079563 -6.61818287  g    20
2261g4323 113.4850499381 -9.2490713   g    20
2261r4323 113.4850499381 -9.2490713   r    20
2261i4323 113.4850499381 -9.2490713   i    20
2291i4323 114.9512792316 -11.8676266  i    20
2291r4323 114.9512792316 -11.8676266  r    20
2291g4323 114.9512792316 -11.8676266  g    20
2321g4323 116.4583940353 -14.47179442 g    20
2321r4323 116.4583940353 -14.47179442 r    20
2321i4323 116.4583940353 -14.47179442 i    20
2320i4323 107.2676381593 -19.23154822 i    20
2320r4323 107.2676381593 -19.23154822 r    20
2320g4323 107.2676381593 -19.23154822 g    20
2290g4323 105.8438380104 -16.5668878  g    20
2290r4323 105.8438380104 -16.5668878  r    20
2290i4323 105.8438380104 -16.5668878  i    20
2260i4323 104.4466367117 -13.89892227 i    20
2260r4323 104.4466367117 -13.89892227 r    20
2260g4323 104.4466367117 -13.89892227 g    20
2230g4323 103.0691062184 -11.22927899 g    20
2230r4323 103.0691062184 -11.22927899 r    20
2230i4323 103.0691062184 -11.22927899 i    20
2200i4323 101.7047487654 -8.55951219  i    20
2200r4323 101.7047487654 -8.55951219  r    20
2200g4323 101.7047487654 -8.55951219  g    20
2170g4323 100.3473810925 -5.8911321   g    20
2170r4323 100.3473810925 -5.8911321   r    20
2170i4323 100.3473810925 -5.8911321   i    20
2140i4323 98.9910304922  -3.22563177  i    20
2140r4323 98.9910304922  -3.22563177  r    20
2140g4323 98.9910304922  -3.22563177  g    20
2110g4323 97.6298391839  -0.56451246  g    20
2110r4323 97.6298391839  -0.56451246  r    20
2110i4323 97.6298391839  -0.56451246  i    20
2080i4323 96.2579744610  2.09069148   i    20
2080r4323 96.2579744610  2.09069148   r    20
2080g4323 96.2579744610  2.09069148   g    20
2050g4323 94.8695419856  4.73838752   g    20
2050r4323 94.8695419856  4.73838752   r    20
2050i4323 94.8695419856  4.73838752   i    20
2020i4323 93.4585000169  7.37689878   i    20
2020r4323 93.4585000169  7.37689878   r    20
2020g4323 93.4585000169  7.37689878   g    20
2020g5323 93.4585000169  7.37689878   g    20
2020r5323 93.4585000169  7.37689878   r    20
2020i5323 93.4585000169  7.37689878   i    20
2050i5323 94.8695419856  4.73838752   i    20
2050r5323 94.8695419856  4.73838752   r    20
2050g5323 94.8695419856  4.73838752   g    20
2080g5323 96.2579744610  2.09069148   g    20
2080r5323 96.2579744610  2.09069148   r    20
2080i5323 96.2579744610  2.09069148   i    20
2110i5323 97.6298391839  -0.56451246  i    20
2110r5323 97.6298391839  -0.56451246  r    20
2110g5323 97.6298391839  -0.56451246  g    20
2140g5323 98.9910304922  -3.22563177  g    20
2140r5323 98.9910304922  -3.22563177  r    20
2140i5323 98.9910304922  -3.22563177  i    20
2170i5323 100.3473810925 -5.8911321	  i    20
2170r5323 100.3473810925 -5.8911321	  r    20
2170g5323 100.3473810925 -5.8911321	  g    20
2200g5323 101.7047487654 -8.55951219  g    20
2200r5323 101.7047487654 -8.55951219  r    20
2200i5323 101.7047487654 -8.55951219  i    20
2230i5323 103.0691062184 -11.22927899 i    20
2230r5323 103.0691062184 -11.22927899 r    20
2230g5323 103.0691062184 -11.22927899 g    20
2260g5323 104.4466367117 -13.89892227 g    20
2260r5323 104.4466367117 -13.89892227 r    20
2260i5323 104.4466367117 -13.89892227 i    20
2290i5323 105.8438380104 -16.5668878  i    20
2290r5323 105.8438380104 -16.5668878  r    20
2290g5323 105.8438380104 -16.5668878  g    20
2320g5323 107.2676381593 -19.23154822 g    20
2320r5323 107.2676381593 -19.23154822 r    20
2320i5323 107.2676381593 -19.23154822 i    20
2321i5323 116.4583940353 -14.47179442 i    20
2321r5323 116.4583940353 -14.47179442 r    20
2321g5323 116.4583940353 -14.47179442 g    20
2291g5323 114.9512792316 -11.8676266  g    20
2291r5323 114.9512792316 -11.8676266  r    20
2291i5323 114.9512792316 -11.8676266  i    20
2261i5323 113.4850499381 -9.2490713   i    20
2261r5323 113.4850499381 -9.2490713   r    20
2261g5323 113.4850499381 -9.2490713   g    20
2231g5323 112.0528079563 -6.61818287  g    20
2231r5323 112.0528079563 -6.61818287  r    20
2231i5323 112.0528079563 -6.61818287  i    20
2201i5323 110.6480488657 -3.97684893  i    20
2201r5323 110.6480488657 -3.97684893  r    20
2201g5323 110.6480488657 -3.97684893  g    20
2171g5323 109.2645692593 -1.32682329  g    20
2171r5323 109.2645692593 -1.32682329  r    20
2171i5323 109.2645692593 -1.32682329  i    20
2141i5323 107.8963781778 1.3302442    i    20
2141r5323 107.8963781778 1.3302442    r    20
2141g5323 107.8963781778 1.3302442    g    20
2111g5323 106.5376108573 3.99278039   g    20
2111r5323 106.5376108573 3.99278039   r    20
2111i5323 106.5376108573 3.99278039   i    20
2081i5323 105.1824431176 6.65926302   i    20
2081r5323 105.1824431176 6.65926302   r    20
2081g5323 105.1824431176 6.65926302   g    20
2051g5323 103.8250041846 9.32819575   g    20
2051r5323 103.8250041846 9.32819575   r    20
2051i5323 103.8250041846 9.32819575   i    20
2021i5323 102.4592856726 11.99808323  i    20
2021r5323 102.4592856726 11.99808323  r    20
2021g5323 102.4592856726 11.99808323  g    20
2021g6323 102.4592856726 11.99808323  g    20
2021r6323 102.4592856726 11.99808323  r    20
2021i6323 102.4592856726 11.99808323  i    20
2051i6323 103.8250041846 9.32819575   i    20
2051r6323 103.8250041846 9.32819575   r    20
2051g6323 103.8250041846 9.32819575   g    20
2081g6323 105.1824431176 6.65926302   g    20
2081r6323 105.1824431176 6.65926302   r    20
2081i6323 105.1824431176 6.65926302   i    20
2111i6323 106.5376108573 3.99278039   i    20
2111r6323 106.5376108573 3.99278039   r    20
2111g6323 106.5376108573 3.99278039   g    20
2141g6323 107.8963781778 1.3302442    g    20
2141r6323 107.8963781778 1.3302442    r    20
2141i6323 107.8963781778 1.3302442    i    20
2171i6323 109.2645692593 -1.32682329  i    20
2171r6323 109.2645692593 -1.32682329  r    20
2171g6323 109.2645692593 -1.32682329  g    20
2201g6323 110.6480488657 -3.97684893  g    20
2201r6323 110.6480488657 -3.97684893  r    20
2201i6323 110.6480488657 -3.97684893  i    20
2231i6323 112.0528079563 -6.61818287  i    20
2231r6323 112.0528079563 -6.61818287  r    20
2231g6323 112.0528079563 -6.61818287  g    20
2261g6323 113.4850499381 -9.2490713   g    20
2261r6323 113.4850499381 -9.2490713   r    20
2261i6323 113.4850499381 -9.2490713   i    20
2291i6323 114.9512792316 -11.8676266  i    20
2291r6323 114.9512792316 -11.8676266  r    20
2291g6323 114.9512792316 -11.8676266  g    20
2321g6323 116.4583940353 -14.47179442 g    20
2321r6323 116.4583940353 -14.47179442 r    20
2321i6323 116.4583940353 -14.47179442 i    20
2320i6323 107.2676381593 -19.23154822 i    20
2320r6323 107.2676381593 -19.23154822 r    20
2320g6323 107.2676381593 -19.23154822 g    20
2290g6323 105.8438380104 -16.5668878  g    20
2290r6323 105.8438380104 -16.5668878  r    20
2290i6323 105.8438380104 -16.5668878  i    20
2260i6323 104.4466367117 -13.89892227 i    20
2260r6323 104.4466367117 -13.89892227 r    20
2260g6323 104.4466367117 -13.89892227 g    20
2230g6323 103.0691062184 -11.22927899 g    20
2230r6323 103.0691062184 -11.22927899 r    20
2230i6323 103.0691062184 -11.22927899 i    20
2200i6323 101.7047487654 -8.55951219  i    20
2200r6323 101.7047487654 -8.55951219  r    20
2200g6323 101.7047487654 -8.55951219  g    20
2170g6323 100.3473810925 -5.8911321   g    20
2170r6323 100.3473810925 -5.8911321   r    20
2170i6323 100.3473810925 -5.8911321   i    20
2140i6323 98.9910304922  -3.22563177  i    20
2140r6323 98.9910304922  -3.22563177  r    20
2140g6323 98.9910304922  -3.22563177  g    20
2110g6323 97.6298391839  -0.56451246  g    20
2110r6323 97.6298391839  -0.56451246  r    20
2110i6323 97.6298391839  -0.56451246  i    20
2080i6323 96.2579744610  2.09069148   i    20
2080r6323 96.2579744610  2.09069148   r    20
2080g6323 96.2579744610  2.09069148   g    20
2050g6323 94.8695419856  4.73838752   g    20
2050r6323 94.8695419856  4.73838752   r    20
2050i6323 94.8695419856  4.73838752   i    20
2020i6323 93.4585000169  7.37689878   i    20
2020r6323 93.4585000169  7.37689878   r    20
2020g6323 93.4585000169  7.37689878   g    20
2020g7323 93.4585000169  7.37689878   g    20
2020r7323 93.4585000169  7.37689878   r    20
2020i7323 93.4585000169  7.37689878   i    20
2050i7323 94.8695419856  4.73838752   i    20
2050r7323 94.8695419856  4.73838752   r    20
2050g7323 94.8695419856  4.73838752   g    20
2080g7323 96.2579744610  2.09069148   g    20
2080r7323 96.2579744610  2.09069148   r    20
2080i7323 96.2579744610  2.09069148   i    20
2110i7323 97.6298391839  -0.56451246  i    20
2110r7323 97.6298391839  -0.56451246  r    20
2110g7323 97.6298391839  -0.56451246  g    20
2140g7323 98.9910304922  -3.22563177  g    20
2140r7323 98.9910304922  -3.22563177  r    20
2140i7323 98.9910304922  -3.22563177  i    20
2170i7323 100.3473810925 -5.8911321   i    20
2170r7323 100.3473810925 -5.8911321   r    20
2170g7323 100.3473810925 -5.8911321   g    20
2200g7323 101.7047487654 -8.55951219  g    20
2200r7323 101.7047487654 -8.55951219  r    20
2200i7323 101.7047487654 -8.55951219  i    20
2230i7323 103.0691062184 -11.22927899 i    20
2230r7323 103.0691062184 -11.22927899 r    20
2230g7323 103.0691062184 -11.22927899 g    20
2260g7323 104.4466367117 -13.89892227 g    20
2260r7323 104.4466367117 -13.89892227 r    20
2260i7323 104.4466367117 -13.89892227 i    20
2290i7323 105.8438380104 -16.5668878  i    20
2290r7323 105.8438380104 -16.5668878  r    20
2290g7323 105.8438380104 -16.5668878  g    20
2320g7323 107.2676381593 -19.23154822 g    20
2320r7323 107.2676381593 -19.23154822 r    20
2320i7323 107.2676381593 -19.23154822 i    20
2321i7323 116.4583940353 -14.47179442 i    20
2321r7323 116.4583940353 -14.47179442 r    20
2321g7323 116.4583940353 -14.47179442 g    20
2291g7323 114.9512792316 -11.8676266  g    20
2291r7323 114.9512792316 -11.8676266  r    20
2291i7323 114.9512792316 -11.8676266  i    20
2261i7323 113.4850499381 -9.2490713   i    20
2261r7323 113.4850499381 -9.2490713   r    20
2261g7323 113.4850499381 -9.2490713   g    20
2231g7323 112.0528079563 -6.61818287  g    20
2231r7323 112.0528079563 -6.61818287  r    20
2231i7323 112.0528079563 -6.61818287  i    20
2201i7323 110.6480488657 -3.97684893  i    20
2201r7323 110.6480488657 -3.97684893  r    20
2201g7323 110.6480488657 -3.97684893  g    20
2171g7323 109.2645692593 -1.32682329  g    20
2171r7323 109.2645692593 -1.32682329  r    20
2171i7323 109.2645692593 -1.32682329  i    20
2141i7323 107.8963781778 1.3302442    i    20
2141r7323 107.8963781778 1.3302442    r    20
2141g7323 107.8963781778 1.3302442    g    20
2111g7323 106.5376108573 3.99278039   g    20
2111r7323 106.5376108573 3.99278039   r    20
2111i7323 106.5376108573 3.99278039   i    20
2081i7323 105.1824431176 6.65926302   i    20
2081r7323 105.1824431176 6.65926302   r    20
2081g7323 105.1824431176 6.65926302   g    20
2051g7323 103.8250041846 9.32819575   g    20
2051r7323 103.8250041846 9.32819575   r    20
2051i7323 103.8250041846 9.32819575   i    20
2021i7323 102.4592856726 11.99808323  i    20
2021r7323 102.4592856726 11.99808323  r    20
2021g7323 102.4592856726 11.99808323  g    20
2021g8323 102.4592856726 11.99808323  g    20
2021r8323 102.4592856726 11.99808323  r    20
2021i8323 102.4592856726 11.99808323  i    20
2051i8323 103.8250041846 9.32819575   i    20
2051r8323 103.8250041846 9.32819575   r    20
2051g8323 103.8250041846 9.32819575   g    20
2081g8323 105.1824431176 6.65926302   g    20
2081r8323 105.1824431176 6.65926302   r    20
2081i8323 105.1824431176 6.65926302   i    20
2111i8323 106.5376108573 3.99278039   i    20
2111r8323 106.5376108573 3.99278039   r    20
2111g8323 106.5376108573 3.99278039   g    20
2141g8323 107.8963781778 1.3302442	  g    20
2141r8323 107.8963781778 1.3302442	  r    20
2141i8323 107.8963781778 1.3302442	  i    20
2171i8323 109.2645692593 -1.32682329  i    20
2171r8323 109.2645692593 -1.32682329  r    20
2171g8323 109.2645692593 -1.32682329  g    20
2201g8323 110.6480488657 -3.97684893  g    20
2201r8323 110.6480488657 -3.97684893  r    20
2201i8323 110.6480488657 -3.97684893  i    20
2231i8323 112.0528079563 -6.61818287  i    20
2231r8323 112.0528079563 -6.61818287  r    20
2231g8323 112.0528079563 -6.61818287  g    20
2261g8323 113.4850499381 -9.2490713   g    20
2261r8323 113.4850499381 -9.2490713   r    20
2261i8323 113.4850499381 -9.2490713   i    20
2291i8323 114.9512792316 -11.8676266  i    20
2291r8323 114.9512792316 -11.8676266  r    20
2291g8323 114.9512792316 -11.8676266  g    20
2321g8323 116.4583940353 -14.47179442 g    20
2321r8323 116.4583940353 -14.47179442 r    20
2321i8323 116.4583940353 -14.47179442 i    20
2320i8323 107.2676381593 -19.23154822 i    20
2320r8323 107.2676381593 -19.23154822 r    20
2320g8323 107.2676381593 -19.23154822 g    20
2290g8323 105.8438380104 -16.5668878  g    20
2290r8323 105.8438380104 -16.5668878  r    20
2290i8323 105.8438380104 -16.5668878  i    20
2260i8323 104.4466367117 -13.89892227 i    20
2260r8323 104.4466367117 -13.89892227 r    20
2260g8323 104.4466367117 -13.89892227 g    20
2230g8323 103.0691062184 -11.22927899 g    20
2230r8323 103.0691062184 -11.22927899 r    20
2230i8323 103.0691062184 -11.22927899 i    20
2200i8323 101.7047487654 -8.55951219  i    20
2200r8323 101.7047487654 -8.55951219  r    20
2200g8323 101.7047487654 -8.55951219  g    20
2170g8323 100.3473810925 -5.8911321   g    20
2170r8323 100.3473810925 -5.8911321   r    20
2170i8323 100.3473810925 -5.8911321   i    20
2140i8323 98.9910304922  -3.22563177  i    20
2140r8323 98.9910304922  -3.22563177  r    20
2140g8323 98.9910304922  -3.22563177  g    20
2110g8323 97.6298391839  -0.56451246  g    20
2110r8323 97.6298391839  -0.56451246  r    20
2110i8323 97.6298391839  -0.56451246  i    20
2080i8323 96.2579744610  2.09069148   i    20
2080r8323 96.2579744610  2.09069148   r    20
2080g8323 96.2579744610  2.09069148   g    20
2050g8323 94.8695419856  4.73838752   g    20
2050r8323 94.8695419856  4.73838752   r    20
2050i8323 94.8695419856  4.73838752   i    20
2020i8323 93.4585000169  7.37689878   i    20
2020r8323 93.4585000169  7.37689878   r    20
2020g8323 93.4585000169  7.37689878   g    20
2020g9323 93.4585000169  7.37689878   g    20
2020r9323 93.4585000169  7.37689878   r    20
2020i9323 93.4585000169  7.37689878   i    20
2050i9323 94.8695419856  4.73838752   i    20
2050r9323 94.8695419856  4.73838752   r    20
2050g9323 94.8695419856  4.73838752   g    20
2080g9323 96.2579744610  2.09069148   g    20
2080r9323 96.2579744610  2.09069148   r    20
2080i9323 96.2579744610  2.09069148   i    20
2110i9323 97.6298391839  -0.56451246  i    20
2110r9323 97.6298391839  -0.56451246  r    20
2110g9323 97.6298391839  -0.56451246  g    20
2140g9323 98.9910304922  -3.22563177  g    20
2140r9323 98.9910304922  -3.22563177  r    20
2140i9323 98.9910304922  -3.22563177  i    20
2170i9323 100.3473810925 -5.8911321   i    20
2170r9323 100.3473810925 -5.8911321   r    20
2170g9323 100.3473810925 -5.8911321   g    20
2200g9323 101.7047487654 -8.55951219  g    20
2200r9323 101.7047487654 -8.55951219  r    20
2200i9323 101.7047487654 -8.55951219  i    20
2230i9323 103.0691062184 -11.22927899 i    20
2230r9323 103.0691062184 -11.22927899 r    20
2230g9323 103.0691062184 -11.22927899 g    20
2260g9323 104.4466367117 -13.89892227 g    20
2260r9323 104.4466367117 -13.89892227 r    20
2260i9323 104.4466367117 -13.89892227 i    20
2290i9323 105.8438380104 -16.5668878  i    20
2290r9323 105.8438380104 -16.5668878  r    20
2290g9323 105.8438380104 -16.5668878  g    20
2320g9323 107.2676381593 -19.23154822 g    20
2320r9323 107.2676381593 -19.23154822 r    20
2320i9323 107.2676381593 -19.23154822 i    20
2321i9323 116.4583940353 -14.47179442 i    20
2321r9323 116.4583940353 -14.47179442 r    20
2321g9323 116.4583940353 -14.47179442 g    20
2291g9323 114.9512792316 -11.8676266  g    20
2291r9323 114.9512792316 -11.8676266  r    20
2291i9323 114.9512792316 -11.8676266  i    20
2261i9323 113.4850499381 -9.2490713   i    20
2261r9323 113.4850499381 -9.2490713   r    20
2261g9323 113.4850499381 -9.2490713   g    20
2231g9323 112.0528079563 -6.61818287  g    20
2231r9323 112.0528079563 -6.61818287  r    20
2231i9323 112.0528079563 -6.61818287  i    20
2201i9323 110.6480488657 -3.97684893  i    20
2201r9323 110.6480488657 -3.97684893  r    20
2201g9323 110.6480488657 -3.97684893  g    20
2171g9323 109.2645692593 -1.32682329  g    20
2171r9323 109.2645692593 -1.32682329  r    20
2171i9323 109.2645692593 -1.32682329  i    20
2141i9323 107.8963781778 1.3302442    i    20
2141r9323 107.8963781778 1.3302442    r    20
2141g9323 107.8963781778 1.3302442    g    20
2111g9323 106.5376108573 3.99278039   g    20
2111r9323 106.5376108573 3.99278039   r    20
2111i9323 106.5376108573 3.99278039   i    20
2081i9323 105.1824431176 6.65926302   i    20
2081r9323 105.1824431176 6.65926302   r    20
2081g9323 105.1824431176 6.65926302   g    20
