# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2230r2318 102.96715443   -11.22927899   r    20
2230i2318 102.96715443   -11.22927899   i    20
2200i2318 101.6036224    -8.55951219    i    20
2200r2318 101.6036224    -8.55951219    r    20
2200g2318 101.6036224    -8.55951219    g    20
2170g2318 100.24685016   -5.8911321     g    20
2170r2318 100.24685016   -5.8911321     r    20
2170i2318 100.24685016   -5.8911321     i    20
2140i2318 98.89087181    -3.22563177    i    20
2140r2318 98.89087181    -3.22563177    r    20
2140g2318 98.89087181    -3.22563177    g    20
2110g2318 97.52983433    -0.56451246    g    20
2110r2318 97.52983433    -0.56451246    r    20
2110i2318 97.52983433    -0.56451246    i    20
2080i2318 96.15790785    2.09069148     i    20
2080r2318 96.15790785    2.09069148     r    20
2080g2318 96.15790785    2.09069148     g    20
2050g2318 94.76919904    4.73838752     g    20
2050r2318 94.76919904    4.73838752     r    20
2050i2318 94.76919904    4.73838752     i    20
2020i2318 93.35766541    7.37689878     i    20
2020r2318 93.35766541    7.37689878     r    20
2020g2318 93.35766541    7.37689878     g    20
2020g3318 93.35766541    7.37689878     g    20
2020r3318 93.35766541    7.37689878     r    20
2020i3318 93.35766541    7.37689878     i    20
2050i3318 94.76919904    4.73838752     i    20
2050r3318 94.76919904    4.73838752     r    20
2050g3318 94.76919904    4.73838752     g    20
2080g3318 96.15790785    2.09069148     g    20
2080r3318 96.15790785    2.09069148     r    20
2080i3318 96.15790785    2.09069148     i    20
2110i3318 97.52983433    -0.56451246    i    20
2110r3318 97.52983433    -0.56451246    r    20
2110g3318 97.52983433    -0.56451246    g    20
2140g3318 98.89087181    -3.22563177    g    20
2140r3318 98.89087181    -3.22563177    r    20
2140i3318 98.89087181    -3.22563177    i    20
2170i3318 100.24685016   -5.8911321     i    20
2170r3318 100.24685016   -5.8911321     r    20
2170g3318 100.24685016   -5.8911321     g    20
2200g3318 101.6036224    -8.55951219    g    20
2200r3318 101.6036224    -8.55951219    r    20
2200i3318 101.6036224    -8.55951219    i    20
2230i3318 102.96715443   -11.22927899   i    20
2230r3318 102.96715443   -11.22927899   r    20
2230g3318 102.96715443   -11.22927899   g    20
2260g3318 104.3436205    -13.89892227   g    20
2260r3318 104.3436205    -13.89892227   r    20
2260i3318 104.3436205    -13.89892227   i    20
2290i3318 105.73950697   -16.5668878    i    20
2290r3318 105.73950697   -16.5668878    r    20
2290g3318 105.73950697   -16.5668878    g    20
2320g3318 107.16172785   -19.23154822   g    20
2320r3318 107.16172785   -19.23154822   r    20
2320i3318 107.16172785   -19.23154822   i    20
2321i3318 116.35511714   -14.47179442   i    20
2321r3318 116.35511714   -14.47179442   r    20
2321g3318 116.35511714   -14.47179442   g    20
2291g3318 114.84909508   -11.8676266    g    20
2291r3318 114.84909508   -11.8676266    r    20
2291i3318 114.84909508   -11.8676266    i    20
2261i3318 113.38373271   -9.2490713     i    20
2261r3318 113.38373271   -9.2490713     r    20
2261g3318 113.38373271   -9.2490713     g    20
2231g3318 111.95213711   -6.61818287    g    20
2231r3318 111.95213711   -6.61818287    r    20
2231i3318 111.95213711   -6.61818287    i    20
2201i3318 110.5478075    -3.97684893    i    20
2201r3318 110.5478075    -3.97684893    r    20
2201g3318 110.5478075    -3.97684893    g    20
2171g3318 109.16454244   -1.32682329    g    20
2171r3318 109.16454244   -1.32682329    r    20
2171i3318 109.16454244   -1.32682329    i    20
2141i3318 107.79635122   1.3302442      i    20
2141r3318 107.79635122   1.3302442      r    20
2141g3318 107.79635122   1.3302442      g    20
2111g3318 106.43736755   3.99278039     g    20
2111r3318 106.43736755   3.99278039     r    20
2111i3318 106.43736755   3.99278039     i    20
2081i3318 105.08176387   6.65926302     i    20
2081r3318 105.08176387   6.65926302     r    20
2081g3318 105.08176387   6.65926302     g    20
2051g3318 103.72366407   9.32819575     g    20
2051r3318 103.72366407   9.32819575     r    20
2051i3318 103.72366407   9.32819575     i    20
2021i3318 102.35705234   11.99808323    i    20
2021r3318 102.35705234   11.99808323    r    20
2021g3318 102.35705234   11.99808323    g    20
2021g4318 102.35705234   11.99808323    g    20
2021r4318 102.35705234   11.99808323    r    20
2021i4318 102.35705234   11.99808323    i    20
2051i4318 103.72366407   9.32819575     i    20
2051r4318 103.72366407   9.32819575     r    20
2051g4318 103.72366407   9.32819575     g    20
2081g4318 105.08176387   6.65926302     g    20
2081r4318 105.08176387   6.65926302     r    20
2081i4318 105.08176387   6.65926302     i    20
2111i4318 106.43736755   3.99278039     i    20
2111r4318 106.43736755   3.99278039     r    20
2111g4318 106.43736755   3.99278039     g    20
2141g4318 107.79635122   1.3302442      g    20
2141r4318 107.79635122   1.3302442      r    20
2141i4318 107.79635122   1.3302442      i    20
2171i4318 109.16454244   -1.32682329    i    20
2171r4318 109.16454244   -1.32682329    r    20
2171g4318 109.16454244   -1.32682329    g    20
2201g4318 110.5478075    -3.97684893    g    20
2201r4318 110.5478075    -3.97684893    r    20
2201i4318 110.5478075    -3.97684893    i    20
2231i4318 111.95213711   -6.61818287    i    20
2231r4318 111.95213711   -6.61818287    r    20
2231g4318 111.95213711   -6.61818287    g    20
2261g4318 113.38373271   -9.2490713     g    20
2261r4318 113.38373271   -9.2490713     r    20
2261i4318 113.38373271   -9.2490713     i    20
2291i4318 114.84909508   -11.8676266    i    20
2291r4318 114.84909508   -11.8676266    r    20
2291g4318 114.84909508   -11.8676266    g    20
2321g4318 116.35511714   -14.47179442   g    20
2321r4318 116.35511714   -14.47179442   r    20
2321i4318 116.35511714   -14.47179442   i    20
2320i4318 107.16172785   -19.23154822   i    20
2320r4318 107.16172785   -19.23154822   r    20
2320g4318 107.16172785   -19.23154822   g    20
2290g4318 105.73950697   -16.5668878    g    20
2290r4318 105.73950697   -16.5668878    r    20
2290i4318 105.73950697   -16.5668878    i    20
2260i4318 104.3436205    -13.89892227   i    20
2260r4318 104.3436205    -13.89892227   r    20
2260g4318 104.3436205    -13.89892227   g    20
2230g4318 102.96715443   -11.22927899   g    20
2230r4318 102.96715443   -11.22927899   r    20
2230i4318 102.96715443   -11.22927899   i    20
2200i4318 101.6036224    -8.55951219    i    20
2200r4318 101.6036224    -8.55951219    r    20
2200g4318 101.6036224    -8.55951219    g    20
2170g4318 100.24685016   -5.8911321     g    20
2170r4318 100.24685016   -5.8911321     r    20
2170i4318 100.24685016   -5.8911321     i    20
2140i4318 98.89087181    -3.22563177    i    20
2140r4318 98.89087181    -3.22563177    r    20
2140g4318 98.89087181    -3.22563177    g    20
2110g4318 97.52983433    -0.56451246    g    20
2110r4318 97.52983433    -0.56451246    r    20
2110i4318 97.52983433    -0.56451246    i    20
2080i4318 96.15790785    2.09069148     i    20
2080r4318 96.15790785    2.09069148     r    20
2080g4318 96.15790785    2.09069148     g    20
2050g4318 94.76919904    4.73838752     g    20
2050r4318 94.76919904    4.73838752     r    20
2050i4318 94.76919904    4.73838752     i    20
2020i4318 93.35766541    7.37689878     i    20
2020r4318 93.35766541    7.37689878     r    20
2020g4318 93.35766541    7.37689878     g    20
2020g5318 93.35766541    7.37689878     g    20
2020r5318 93.35766541    7.37689878     r    20
2020i5318 93.35766541    7.37689878     i    20
2050i5318 94.76919904    4.73838752     i    20
2050r5318 94.76919904    4.73838752     r    20
2050g5318 94.76919904    4.73838752     g    20
2080g5318 96.15790785    2.09069148     g    20
2080r5318 96.15790785    2.09069148     r    20
2080i5318 96.15790785    2.09069148     i    20
2110i5318 97.52983433    -0.56451246    i    20
2110r5318 97.52983433    -0.56451246    r    20
2110g5318 97.52983433    -0.56451246    g    20
2140g5318 98.89087181    -3.22563177    g    20
2140r5318 98.89087181    -3.22563177    r    20
2140i5318 98.89087181    -3.22563177    i    20
2170i5318 100.24685016   -5.8911321     i    20
2170r5318 100.24685016   -5.8911321     r    20
2170g5318 100.24685016   -5.8911321     g    20
2200g5318 101.6036224    -8.55951219    g    20
2200r5318 101.6036224    -8.55951219    r    20
2200i5318 101.6036224    -8.55951219    i    20
2230i5318 102.96715443   -11.22927899   i    20
2230r5318 102.96715443   -11.22927899   r    20
2230g5318 102.96715443   -11.22927899   g    20
2260g5318 104.3436205    -13.89892227   g    20
2260r5318 104.3436205    -13.89892227   r    20
2260i5318 104.3436205    -13.89892227   i    20
2290i5318 105.73950697   -16.5668878    i    20
2290r5318 105.73950697   -16.5668878    r    20
2290g5318 105.73950697   -16.5668878    g    20
2320g5318 107.16172785   -19.23154822   g    20
2320r5318 107.16172785   -19.23154822   r    20
2320i5318 107.16172785   -19.23154822   i    20
2321i5318 116.35511714   -14.47179442   i    20
2321r5318 116.35511714   -14.47179442   r    20
2321g5318 116.35511714   -14.47179442   g    20
2291g5318 114.84909508   -11.8676266    g    20
2291r5318 114.84909508   -11.8676266    r    20
2291i5318 114.84909508   -11.8676266    i    20
2261i5318 113.38373271   -9.2490713     i    20
2261r5318 113.38373271   -9.2490713     r    20
2261g5318 113.38373271   -9.2490713     g    20
2231g5318 111.95213711   -6.61818287    g    20
2231r5318 111.95213711   -6.61818287    r    20
2231i5318 111.95213711   -6.61818287    i    20
2201i5318 110.5478075    -3.97684893    i    20
2201r5318 110.5478075    -3.97684893    r    20
2201g5318 110.5478075    -3.97684893    g    20
2171g5318 109.16454244   -1.32682329    g    20
2171r5318 109.16454244   -1.32682329    r    20
2171i5318 109.16454244   -1.32682329    i    20
2141i5318 107.79635122   1.3302442      i    20
2141r5318 107.79635122   1.3302442      r    20
2141g5318 107.79635122   1.3302442      g    20
2111g5318 106.43736755   3.99278039     g    20
2111r5318 106.43736755   3.99278039     r    20
2111i5318 106.43736755   3.99278039     i    20
2081i5318 105.08176387   6.65926302     i    20
2081r5318 105.08176387   6.65926302     r    20
2081g5318 105.08176387   6.65926302     g    20
2051g5318 103.72366407   9.32819575     g    20
2051r5318 103.72366407   9.32819575     r    20
2051i5318 103.72366407   9.32819575     i    20
2021i5318 102.35705234   11.99808323    i    20
2021r5318 102.35705234   11.99808323    r    20
2021g5318 102.35705234   11.99808323    g    20
2021g6318 102.35705234   11.99808323    g    20
2021r6318 102.35705234   11.99808323    r    20
2021i6318 102.35705234   11.99808323    i    20
2051i6318 103.72366407   9.32819575     i    20
2051r6318 103.72366407   9.32819575     r    20
2051g6318 103.72366407   9.32819575     g    20
2081g6318 105.08176387   6.65926302     g    20
2081r6318 105.08176387   6.65926302     r    20
2081i6318 105.08176387   6.65926302     i    20
2111i6318 106.43736755   3.99278039     i    20
2111r6318 106.43736755   3.99278039     r    20
2111g6318 106.43736755   3.99278039     g    20
2141g6318 107.79635122   1.3302442      g    20
2141r6318 107.79635122   1.3302442      r    20
2141i6318 107.79635122   1.3302442      i    20
2171i6318 109.16454244   -1.32682329    i    20
2171r6318 109.16454244   -1.32682329    r    20
2171g6318 109.16454244   -1.32682329    g    20
2201g6318 110.5478075    -3.97684893    g    20
2201r6318 110.5478075    -3.97684893    r    20
2201i6318 110.5478075    -3.97684893    i    20
2231i6318 111.95213711   -6.61818287    i    20
2231r6318 111.95213711   -6.61818287    r    20
2231g6318 111.95213711   -6.61818287    g    20
2261g6318 113.38373271   -9.2490713     g    20
2261r6318 113.38373271   -9.2490713     r    20
2261i6318 113.38373271   -9.2490713     i    20
2291i6318 114.84909508   -11.8676266    i    20
2291r6318 114.84909508   -11.8676266    r    20
2291g6318 114.84909508   -11.8676266    g    20
2321g6318 116.35511714   -14.47179442   g    20
2321r6318 116.35511714   -14.47179442   r    20
2321i6318 116.35511714   -14.47179442   i    20
2320i6318 107.16172785   -19.23154822   i    20
2320r6318 107.16172785   -19.23154822   r    20
2320g6318 107.16172785   -19.23154822   g    20
2290g6318 105.73950697   -16.5668878    g    20
2290r6318 105.73950697   -16.5668878    r    20
2290i6318 105.73950697   -16.5668878    i    20
2260i6318 104.3436205    -13.89892227   i    20
2260r6318 104.3436205    -13.89892227   r    20
2260g6318 104.3436205    -13.89892227   g    20
2230g6318 102.96715443   -11.22927899   g    20
2230r6318 102.96715443   -11.22927899   r    20
2230i6318 102.96715443   -11.22927899   i    20
2200i6318 101.6036224    -8.55951219    i    20
2200r6318 101.6036224    -8.55951219    r    20
2200g6318 101.6036224    -8.55951219    g    20
2170g6318 100.24685016   -5.8911321     g    20
2170r6318 100.24685016   -5.8911321     r    20
2170i6318 100.24685016   -5.8911321     i    20
2140i6318 98.89087181    -3.22563177    i    20
2140r6318 98.89087181    -3.22563177    r    20
2140g6318 98.89087181    -3.22563177    g    20
2110g6318 97.52983433    -0.56451246    g    20
2110r6318 97.52983433    -0.56451246    r    20
2110i6318 97.52983433    -0.56451246    i    20
2080i6318 96.15790785    2.09069148     i    20
2080r6318 96.15790785    2.09069148     r    20
2080g6318 96.15790785    2.09069148     g    20
2050g6318 94.76919904    4.73838752     g    20
2050r6318 94.76919904    4.73838752     r    20
2050i6318 94.76919904    4.73838752     i    20
2020i6318 93.35766541    7.37689878     i    20
2020r6318 93.35766541    7.37689878     r    20
2020g6318 93.35766541    7.37689878     g    20
2020g7318 93.35766541    7.37689878     g    20
2020r7318 93.35766541    7.37689878     r    20
2020i7318 93.35766541    7.37689878     i    20
2050i7318 94.76919904    4.73838752     i    20
2050r7318 94.76919904    4.73838752     r    20
2050g7318 94.76919904    4.73838752     g    20
2080g7318 96.15790785    2.09069148     g    20
2080r7318 96.15790785    2.09069148     r    20
2080i7318 96.15790785    2.09069148     i    20
2110i7318 97.52983433    -0.56451246    i    20
2110r7318 97.52983433    -0.56451246    r    20
2110g7318 97.52983433    -0.56451246    g    20
2140g7318 98.89087181    -3.22563177    g    20
2140r7318 98.89087181    -3.22563177    r    20
2140i7318 98.89087181    -3.22563177    i    20
2170i7318 100.24685016   -5.8911321     i    20
2170r7318 100.24685016   -5.8911321     r    20
2170g7318 100.24685016   -5.8911321     g    20
2200g7318 101.6036224    -8.55951219    g    20
2200r7318 101.6036224    -8.55951219    r    20
2200i7318 101.6036224    -8.55951219    i    20
2230i7318 102.96715443   -11.22927899   i    20
2230r7318 102.96715443   -11.22927899   r    20
2230g7318 102.96715443   -11.22927899   g    20
2260g7318 104.3436205    -13.89892227   g    20
2260r7318 104.3436205    -13.89892227   r    20
2260i7318 104.3436205    -13.89892227   i    20
2290i7318 105.73950697   -16.5668878    i    20
2290r7318 105.73950697   -16.5668878    r    20
2290g7318 105.73950697   -16.5668878    g    20
2320g7318 107.16172785   -19.23154822   g    20
2320r7318 107.16172785   -19.23154822   r    20
2320i7318 107.16172785   -19.23154822   i    20
2321i7318 116.35511714   -14.47179442   i    20
2321r7318 116.35511714   -14.47179442   r    20
2321g7318 116.35511714   -14.47179442   g    20
2291g7318 114.84909508   -11.8676266    g    20
2291r7318 114.84909508   -11.8676266    r    20
2291i7318 114.84909508   -11.8676266    i    20
2261i7318 113.38373271   -9.2490713     i    20
2261r7318 113.38373271   -9.2490713     r    20
2261g7318 113.38373271   -9.2490713     g    20
2231g7318 111.95213711   -6.61818287    g    20
2231r7318 111.95213711   -6.61818287    r    20
2231i7318 111.95213711   -6.61818287    i    20
2201i7318 110.5478075    -3.97684893    i    20
2201r7318 110.5478075    -3.97684893    r    20
2201g7318 110.5478075    -3.97684893    g    20
2171g7318 109.16454244   -1.32682329    g    20
2171r7318 109.16454244   -1.32682329    r    20
2171i7318 109.16454244   -1.32682329    i    20
2141i7318 107.79635122   1.3302442      i    20
2141r7318 107.79635122   1.3302442      r    20
2141g7318 107.79635122   1.3302442      g    20
2111g7318 106.43736755   3.99278039     g    20
2111r7318 106.43736755   3.99278039     r    20
2111i7318 106.43736755   3.99278039     i    20
2081i7318 105.08176387   6.65926302     i    20
2081r7318 105.08176387   6.65926302     r    20
2081g7318 105.08176387   6.65926302     g    20
2051g7318 103.72366407   9.32819575     g    20
2051r7318 103.72366407   9.32819575     r    20
2051i7318 103.72366407   9.32819575     i    20
2021i7318 102.35705234   11.99808323    i    20
2021r7318 102.35705234   11.99808323    r    20
2021g7318 102.35705234   11.99808323    g    20
2021g8318 102.35705234   11.99808323    g    20
2021r8318 102.35705234   11.99808323    r    20
2021i8318 102.35705234   11.99808323    i    20
2051i8318 103.72366407   9.32819575     i    20
2051r8318 103.72366407   9.32819575     r    20
2051g8318 103.72366407   9.32819575     g    20
2081g8318 105.08176387   6.65926302     g    20
2081r8318 105.08176387   6.65926302     r    20
2081i8318 105.08176387   6.65926302     i    20
2111i8318 106.43736755   3.99278039     i    20
2111r8318 106.43736755   3.99278039     r    20
2111g8318 106.43736755   3.99278039     g    20
2141g8318 107.79635122   1.3302442      g    20
2141r8318 107.79635122   1.3302442      r    20
2141i8318 107.79635122   1.3302442      i    20
2171i8318 109.16454244   -1.32682329    i    20
2171r8318 109.16454244   -1.32682329    r    20
2171g8318 109.16454244   -1.32682329    g    20
2201g8318 110.5478075    -3.97684893    g    20
2201r8318 110.5478075    -3.97684893    r    20
2201i8318 110.5478075    -3.97684893    i    20
2231i8318 111.95213711   -6.61818287    i    20
2231r8318 111.95213711   -6.61818287    r    20
2231g8318 111.95213711   -6.61818287    g    20
2261g8318 113.38373271   -9.2490713     g    20
2261r8318 113.38373271   -9.2490713     r    20
2261i8318 113.38373271   -9.2490713     i    20
2291i8318 114.84909508   -11.8676266    i    20
2291r8318 114.84909508   -11.8676266    r    20
2291g8318 114.84909508   -11.8676266    g    20
2321g8318 116.35511714   -14.47179442   g    20
2321r8318 116.35511714   -14.47179442   r    20
2321i8318 116.35511714   -14.47179442   i    20
2320i8318 107.16172785   -19.23154822   i    20
2320r8318 107.16172785   -19.23154822   r    20
2320g8318 107.16172785   -19.23154822   g    20
2290g8318 105.73950697   -16.5668878    g    20
2290r8318 105.73950697   -16.5668878    r    20
2290i8318 105.73950697   -16.5668878    i    20
2260i8318 104.3436205    -13.89892227   i    20
2260r8318 104.3436205    -13.89892227   r    20
2260g8318 104.3436205    -13.89892227   g    20
2230g8318 102.96715443   -11.22927899   g    20
2230r8318 102.96715443   -11.22927899   r    20
2230i8318 102.96715443   -11.22927899   i    20
2200i8318 101.6036224    -8.55951219    i    20
2200r8318 101.6036224    -8.55951219    r    20
2200g8318 101.6036224    -8.55951219    g    20
2170g8318 100.24685016   -5.8911321     g    20
2170r8318 100.24685016   -5.8911321     r    20
2170i8318 100.24685016   -5.8911321     i    20
2140i8318 98.89087181    -3.22563177    i    20
2140r8318 98.89087181    -3.22563177    r    20
2140g8318 98.89087181    -3.22563177    g    20
2110g8318 97.52983433    -0.56451246    g    20
2110r8318 97.52983433    -0.56451246    r    20
2110i8318 97.52983433    -0.56451246    i    20
2080i8318 96.15790785    2.09069148     i    20
2080r8318 96.15790785    2.09069148     r    20
2080g8318 96.15790785    2.09069148     g    20
2050g8318 94.76919904    4.73838752     g    20
2050r8318 94.76919904    4.73838752     r    20
2050i8318 94.76919904    4.73838752     i    20
2020i8318 93.35766541    7.37689878     i    20
2020r8318 93.35766541    7.37689878     r    20
2020g8318 93.35766541    7.37689878     g    20
2020g9318 93.35766541    7.37689878     g    20
2020r9318 93.35766541    7.37689878     r    20
2020i9318 93.35766541    7.37689878     i    20
2050i9318 94.76919904    4.73838752     i    20
2050r9318 94.76919904    4.73838752     r    20
2050g9318 94.76919904    4.73838752     g    20
2080g9318 96.15790785    2.09069148     g    20
2080r9318 96.15790785    2.09069148     r    20
2080i9318 96.15790785    2.09069148     i    20
2110i9318 97.52983433    -0.56451246    i    20
2110r9318 97.52983433    -0.56451246    r    20
2110g9318 97.52983433    -0.56451246    g    20
2140g9318 98.89087181    -3.22563177    g    20
2140r9318 98.89087181    -3.22563177    r    20
2140i9318 98.89087181    -3.22563177    i    20
2170i9318 100.24685016   -5.8911321     i    20
2170r9318 100.24685016   -5.8911321     r    20
2170g9318 100.24685016   -5.8911321     g    20
2200g9318 101.6036224    -8.55951219    g    20
2200r9318 101.6036224    -8.55951219    r    20
2200i9318 101.6036224    -8.55951219    i    20
2230i9318 102.96715443   -11.22927899   i    20
2230r9318 102.96715443   -11.22927899   r    20
2230g9318 102.96715443   -11.22927899   g    20
2260g9318 104.3436205    -13.89892227   g    20
2260r9318 104.3436205    -13.89892227   r    20
2260i9318 104.3436205    -13.89892227   i    20
2290i9318 105.73950697   -16.5668878    i    20
2290r9318 105.73950697   -16.5668878    r    20
2290g9318 105.73950697   -16.5668878    g    20
2320g9318 107.16172785   -19.23154822   g    20
2320r9318 107.16172785   -19.23154822   r    20
2320i9318 107.16172785   -19.23154822   i    20
2321i9318 116.35511714   -14.47179442   i    20
2321r9318 116.35511714   -14.47179442   r    20
2321g9318 116.35511714   -14.47179442   g    20
2291g9318 114.84909508   -11.8676266    g    20
2291r9318 114.84909508   -11.8676266    r    20
2291i9318 114.84909508   -11.8676266    i    20
2261i9318 113.38373271   -9.2490713     i    20
2261r9318 113.38373271   -9.2490713     r    20
2261g9318 113.38373271   -9.2490713     g    20
2231g9318 111.95213711   -6.61818287    g    20
2231r9318 111.95213711   -6.61818287    r    20
2231i9318 111.95213711   -6.61818287    i    20
2201i9318 110.5478075    -3.97684893    i    20
2201r9318 110.5478075    -3.97684893    r    20
2201g9318 110.5478075    -3.97684893    g    20
2171g9318 109.16454244   -1.32682329    g    20
2171r9318 109.16454244   -1.32682329    r    20
2171i9318 109.16454244   -1.32682329    i    20
2141i9318 107.79635122   1.3302442      i    20
2141r9318 107.79635122   1.3302442      r    20
2141g9318 107.79635122   1.3302442      g    20
2111g9318 106.43736755   3.99278039     g    20
2111r9318 106.43736755   3.99278039     r    20
2111i9318 106.43736755   3.99278039     i    20
2081i9318 105.08176387   6.65926302     i    20
2081r9318 105.08176387   6.65926302     r    20
2081g9318 105.08176387   6.65926302     g    20
2051g9318 103.72366407   9.32819575     g    20
2051r9318 103.72366407   9.32819575     r    20
2051i9318 103.72366407   9.32819575     i    20
2021i9318 102.35705234   11.99808323    i    20
2021r9318 102.35705234   11.99808323    r    20
2021g9318 102.35705234   11.99808323    g    20
2021g0318 102.35705234   11.99808323    g    20
2021r0318 102.35705234   11.99808323    r    20
2021i0318 102.35705234   11.99808323    i    20
2051i0318 103.72366407   9.32819575     i    20
2051r0318 103.72366407   9.32819575     r    20
2051g0318 103.72366407   9.32819575     g    20
2081g0318 105.08176387   6.65926302     g    20
2081r0318 105.08176387   6.65926302     r    20
2081i0318 105.08176387   6.65926302     i    20
2111i0318 106.43736755   3.99278039     i    20
2111r0318 106.43736755   3.99278039     r    20
2111g0318 106.43736755   3.99278039     g    20
2141g0318 107.79635122   1.3302442      g    20
2141r0318 107.79635122   1.3302442      r    20
2141i0318 107.79635122   1.3302442      i    20
2171i0318 109.16454244   -1.32682329    i    20
2171r0318 109.16454244   -1.32682329    r    20
2171g0318 109.16454244   -1.32682329    g    20
2201g0318 110.5478075    -3.97684893    g    20
2201r0318 110.5478075    -3.97684893    r    20
2201i0318 110.5478075    -3.97684893    i    20
2231i0318 111.95213711   -6.61818287    i    20
