# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2320g2311 107.2676381593 -19.23154822 g    20
2290g2311 105.8438380104 -16.5668878  g    20
2290r2311 105.8438380104 -16.5668878  r    20
2290i2311 105.8438380104 -16.5668878  i    20
2260i2311 104.4466367117 -13.89892227 i    20
2260r2311 104.4466367117 -13.89892227 r    20
2260g2311 104.4466367117 -13.89892227 g    20
2230g2311 103.0691062184 -11.22927899 g    20
2230r2311 103.0691062184 -11.22927899 r    20
2230i2311 103.0691062184 -11.22927899 i    20
2200i2311 101.7047487654 -8.55951219  i    20
2200r2311 101.7047487654 -8.55951219  r    20
2200g2311 101.7047487654 -8.55951219  g    20
2170g2311 100.3473810925 -5.8911321   g    20
2170r2311 100.3473810925 -5.8911321   r    20
2170i2311 100.3473810925 -5.8911321   i    20
2140i2311 98.9910304922  -3.22563177  i    20
2140r2311 98.9910304922  -3.22563177  r    20
2140g2311 98.9910304922  -3.22563177  g    20
2110g2311 97.6298391839  -0.56451246  g    20
2110r2311 97.6298391839  -0.56451246  r    20
2110i2311 97.6298391839  -0.56451246  i    20
2080i2311 96.2579744610  2.09069148   i    20
2080r2311 96.2579744610  2.09069148   r    20
2080g2311 96.2579744610  2.09069148   g    20
2050g2311 94.8695419856  4.73838752   g    20
2050r2311 94.8695419856  4.73838752   r    20
2050i2311 94.8695419856  4.73838752   i    20
2020i2311 93.4585000169  7.37689878   i    20
2020r2311 93.4585000169  7.37689878   r    20
2020g2311 93.4585000169  7.37689878   g    20
2020g3311 93.4585000169  7.37689878   g    20
2020r3311 93.4585000169  7.37689878   r    20
2020i3311 93.4585000169  7.37689878   i    20
2050i3311 94.8695419856  4.73838752   i    20
2050r3311 94.8695419856  4.73838752   r    20
2050g3311 94.8695419856  4.73838752   g    20
2080g3311 96.2579744610  2.09069148   g    20
2080r3311 96.2579744610  2.09069148   r    20
2080i3311 96.2579744610  2.09069148   i    20
2110i3311 97.6298391839  -0.56451246  i    20
2110r3311 97.6298391839  -0.56451246  r    20
2110g3311 97.6298391839  -0.56451246  g    20
2140g3311 98.9910304922  -3.22563177  g    20
2140r3311 98.9910304922  -3.22563177  r    20
2140i3311 98.9910304922  -3.22563177  i    20
2170i3311 100.3473810925 -5.8911321   i    20
2170r3311 100.3473810925 -5.8911321   r    20
2170g3311 100.3473810925 -5.8911321   g    20
2200g3311 101.7047487654 -8.55951219  g    20
2200r3311 101.7047487654 -8.55951219  r    20
2200i3311 101.7047487654 -8.55951219  i    20
2230i3311 103.0691062184 -11.22927899 i    20
2230r3311 103.0691062184 -11.22927899 r    20
2230g3311 103.0691062184 -11.22927899 g    20
2260g3311 104.4466367117 -13.89892227 g    20
2260r3311 104.4466367117 -13.89892227 r    20
2260i3311 104.4466367117 -13.89892227 i    20
2290i3311 105.8438380104 -16.5668878  i    20
2290r3311 105.8438380104 -16.5668878  r    20
2290g3311 105.8438380104 -16.5668878  g    20
2320g3311 107.2676381593 -19.23154822 g    20
2320r3311 107.2676381593 -19.23154822 r    20
2320i3311 107.2676381593 -19.23154822 i    20
2321i3311 116.4583940353 -14.47179442 i    20
2321r3311 116.4583940353 -14.47179442 r    20
2321g3311 116.4583940353 -14.47179442 g    20
2291g3311 114.9512792316 -11.8676266  g    20
2291r3311 114.9512792316 -11.8676266  r    20
2291i3311 114.9512792316 -11.8676266  i    20
2261i3311 113.4850499381 -9.2490713   i    20
2261r3311 113.4850499381 -9.2490713   r    20
2261g3311 113.4850499381 -9.2490713   g    20
2231g3311 112.0528079563 -6.61818287  g    20
2231r3311 112.0528079563 -6.61818287  r    20
2231i3311 112.0528079563 -6.61818287  i    20
2201i3311 110.6480488657 -3.97684893  i    20
2201r3311 110.6480488657 -3.97684893  r    20
2201g3311 110.6480488657 -3.97684893  g    20
2171g3311 109.2645692593 -1.32682329  g    20
2171r3311 109.2645692593 -1.32682329  r    20
2171i3311 109.2645692593 -1.32682329  i    20
2141i3311 107.8963781778 1.3302442    i    20
2141r3311 107.8963781778 1.3302442    r    20
2141g3311 107.8963781778 1.3302442    g    20
2111g3311 106.5376108573 3.99278039   g    20
2111r3311 106.5376108573 3.99278039   r    20
2111i3311 106.5376108573 3.99278039   i    20
2081i3311 105.1824431176 6.65926302   i    20
2081r3311 105.1824431176 6.65926302   r    20
2081g3311 105.1824431176 6.65926302   g    20
2051g3311 103.8250041846 9.32819575   g    20
2051r3311 103.8250041846 9.32819575   r    20
2051i3311 103.8250041846 9.32819575   i    20
2021i3311 102.4592856726 11.99808323  i    20
2021r3311 102.4592856726 11.99808323  r    20
2021g3311 102.4592856726 11.99808323  g    20
2021g4311 102.4592856726 11.99808323  g    20
2021r4311 102.4592856726 11.99808323  r    20
2021i4311 102.4592856726 11.99808323  i    20
2051i4311 103.8250041846 9.32819575   i    20
2051r4311 103.8250041846 9.32819575   r    20
2051g4311 103.8250041846 9.32819575   g    20
2081g4311 105.1824431176 6.65926302   g    20
2081r4311 105.1824431176 6.65926302   r    20
2081i4311 105.1824431176 6.65926302   i    20
2111i4311 106.5376108573 3.99278039   i    20
2111r4311 106.5376108573 3.99278039   r    20
2111g4311 106.5376108573 3.99278039   g    20
2141g4311 107.8963781778 1.3302442    g    20
2141r4311 107.8963781778 1.3302442    r    20
2141i4311 107.8963781778 1.3302442    i    20
2171i4311 109.2645692593 -1.32682329  i    20
2171r4311 109.2645692593 -1.32682329  r    20
2171g4311 109.2645692593 -1.32682329  g    20
2201g4311 110.6480488657 -3.97684893  g    20
2201r4311 110.6480488657 -3.97684893  r    20
2201i4311 110.6480488657 -3.97684893  i    20
2231i4311 112.0528079563 -6.61818287  i    20
2231r4311 112.0528079563 -6.61818287  r    20
2231g4311 112.0528079563 -6.61818287  g    20
2261g4311 113.4850499381 -9.2490713   g    20
2261r4311 113.4850499381 -9.2490713   r    20
2261i4311 113.4850499381 -9.2490713   i    20
2291i4311 114.9512792316 -11.8676266  i    20
2291r4311 114.9512792316 -11.8676266  r    20
2291g4311 114.9512792316 -11.8676266  g    20
2321g4311 116.4583940353 -14.47179442 g    20
2321r4311 116.4583940353 -14.47179442 r    20
2321i4311 116.4583940353 -14.47179442 i    20
2320i4311 107.2676381593 -19.23154822 i    20
2320r4311 107.2676381593 -19.23154822 r    20
2320g4311 107.2676381593 -19.23154822 g    20
2290g4311 105.8438380104 -16.5668878  g    20
2290r4311 105.8438380104 -16.5668878  r    20
2290i4311 105.8438380104 -16.5668878  i    20
2260i4311 104.4466367117 -13.89892227 i    20
2260r4311 104.4466367117 -13.89892227 r    20
2260g4311 104.4466367117 -13.89892227 g    20
2230g4311 103.0691062184 -11.22927899 g    20
2230r4311 103.0691062184 -11.22927899 r    20
2230i4311 103.0691062184 -11.22927899 i    20
2200i4311 101.7047487654 -8.55951219  i    20
2200r4311 101.7047487654 -8.55951219  r    20
2200g4311 101.7047487654 -8.55951219  g    20
2170g4311 100.3473810925 -5.8911321   g    20
2170r4311 100.3473810925 -5.8911321   r    20
2170i4311 100.3473810925 -5.8911321   i    20
2140i4311 98.9910304922  -3.22563177  i    20
2140r4311 98.9910304922  -3.22563177  r    20
2140g4311 98.9910304922  -3.22563177  g    20
2110g4311 97.6298391839  -0.56451246  g    20
2110r4311 97.6298391839  -0.56451246  r    20
2110i4311 97.6298391839  -0.56451246  i    20
2080i4311 96.2579744610  2.09069148   i    20
2080r4311 96.2579744610  2.09069148   r    20
2080g4311 96.2579744610  2.09069148   g    20
2050g4311 94.8695419856  4.73838752   g    20
2050r4311 94.8695419856  4.73838752   r    20
2050i4311 94.8695419856  4.73838752   i    20
2020i4311 93.4585000169  7.37689878   i    20
2020r4311 93.4585000169  7.37689878   r    20
2020g4311 93.4585000169  7.37689878   g    20
2020g5311 93.4585000169  7.37689878   g    20
2020r5311 93.4585000169  7.37689878   r    20
2020i5311 93.4585000169  7.37689878   i    20
2050i5311 94.8695419856  4.73838752   i    20
2050r5311 94.8695419856  4.73838752   r    20
2050g5311 94.8695419856  4.73838752   g    20
2080g5311 96.2579744610  2.09069148   g    20
2080r5311 96.2579744610  2.09069148   r    20
2080i5311 96.2579744610  2.09069148   i    20
2110i5311 97.6298391839  -0.56451246  i    20
2110r5311 97.6298391839  -0.56451246  r    20
2110g5311 97.6298391839  -0.56451246  g    20
2140g5311 98.9910304922  -3.22563177  g    20
2140r5311 98.9910304922  -3.22563177  r    20
2140i5311 98.9910304922  -3.22563177  i    20
2170i5311 100.3473810925 -5.8911321	  i    20
2170r5311 100.3473810925 -5.8911321	  r    20
2170g5311 100.3473810925 -5.8911321	  g    20
2200g5311 101.7047487654 -8.55951219  g    20
2200r5311 101.7047487654 -8.55951219  r    20
2200i5311 101.7047487654 -8.55951219  i    20
2230i5311 103.0691062184 -11.22927899 i    20
2230r5311 103.0691062184 -11.22927899 r    20
2230g5311 103.0691062184 -11.22927899 g    20
2260g5311 104.4466367117 -13.89892227 g    20
2260r5311 104.4466367117 -13.89892227 r    20
2260i5311 104.4466367117 -13.89892227 i    20
2290i5311 105.8438380104 -16.5668878  i    20
2290r5311 105.8438380104 -16.5668878  r    20
2290g5311 105.8438380104 -16.5668878  g    20
2320g5311 107.2676381593 -19.23154822 g    20
2320r5311 107.2676381593 -19.23154822 r    20
2320i5311 107.2676381593 -19.23154822 i    20
2321i5311 116.4583940353 -14.47179442 i    20
2321r5311 116.4583940353 -14.47179442 r    20
2321g5311 116.4583940353 -14.47179442 g    20
2291g5311 114.9512792316 -11.8676266  g    20
2291r5311 114.9512792316 -11.8676266  r    20
2291i5311 114.9512792316 -11.8676266  i    20
2261i5311 113.4850499381 -9.2490713   i    20
2261r5311 113.4850499381 -9.2490713   r    20
2261g5311 113.4850499381 -9.2490713   g    20
2231g5311 112.0528079563 -6.61818287  g    20
2231r5311 112.0528079563 -6.61818287  r    20
2231i5311 112.0528079563 -6.61818287  i    20
2201i5311 110.6480488657 -3.97684893  i    20
2201r5311 110.6480488657 -3.97684893  r    20
2201g5311 110.6480488657 -3.97684893  g    20
2171g5311 109.2645692593 -1.32682329  g    20
2171r5311 109.2645692593 -1.32682329  r    20
2171i5311 109.2645692593 -1.32682329  i    20
2141i5311 107.8963781778 1.3302442    i    20
2141r5311 107.8963781778 1.3302442    r    20
2141g5311 107.8963781778 1.3302442    g    20
2111g5311 106.5376108573 3.99278039   g    20
2111r5311 106.5376108573 3.99278039   r    20
2111i5311 106.5376108573 3.99278039   i    20
2081i5311 105.1824431176 6.65926302   i    20
2081r5311 105.1824431176 6.65926302   r    20
2081g5311 105.1824431176 6.65926302   g    20
2051g5311 103.8250041846 9.32819575   g    20
2051r5311 103.8250041846 9.32819575   r    20
2051i5311 103.8250041846 9.32819575   i    20
2021i5311 102.4592856726 11.99808323  i    20
2021r5311 102.4592856726 11.99808323  r    20
2021g5311 102.4592856726 11.99808323  g    20
2021g6311 102.4592856726 11.99808323  g    20
2021r6311 102.4592856726 11.99808323  r    20
2021i6311 102.4592856726 11.99808323  i    20
2051i6311 103.8250041846 9.32819575   i    20
2051r6311 103.8250041846 9.32819575   r    20
2051g6311 103.8250041846 9.32819575   g    20
2081g6311 105.1824431176 6.65926302   g    20
2081r6311 105.1824431176 6.65926302   r    20
2081i6311 105.1824431176 6.65926302   i    20
2111i6311 106.5376108573 3.99278039   i    20
2111r6311 106.5376108573 3.99278039   r    20
2111g6311 106.5376108573 3.99278039   g    20
2141g6311 107.8963781778 1.3302442    g    20
2141r6311 107.8963781778 1.3302442    r    20
2141i6311 107.8963781778 1.3302442    i    20
2171i6311 109.2645692593 -1.32682329  i    20
2171r6311 109.2645692593 -1.32682329  r    20
2171g6311 109.2645692593 -1.32682329  g    20
2201g6311 110.6480488657 -3.97684893  g    20
2201r6311 110.6480488657 -3.97684893  r    20
2201i6311 110.6480488657 -3.97684893  i    20
2231i6311 112.0528079563 -6.61818287  i    20
2231r6311 112.0528079563 -6.61818287  r    20
2231g6311 112.0528079563 -6.61818287  g    20
2261g6311 113.4850499381 -9.2490713   g    20
2261r6311 113.4850499381 -9.2490713   r    20
2261i6311 113.4850499381 -9.2490713   i    20
2291i6311 114.9512792316 -11.8676266  i    20
2291r6311 114.9512792316 -11.8676266  r    20
2291g6311 114.9512792316 -11.8676266  g    20
2321g6311 116.4583940353 -14.47179442 g    20
2321r6311 116.4583940353 -14.47179442 r    20
2321i6311 116.4583940353 -14.47179442 i    20
2320i6311 107.2676381593 -19.23154822 i    20
2320r6311 107.2676381593 -19.23154822 r    20
2320g6311 107.2676381593 -19.23154822 g    20
2290g6311 105.8438380104 -16.5668878  g    20
2290r6311 105.8438380104 -16.5668878  r    20
2290i6311 105.8438380104 -16.5668878  i    20
2260i6311 104.4466367117 -13.89892227 i    20
2260r6311 104.4466367117 -13.89892227 r    20
2260g6311 104.4466367117 -13.89892227 g    20
2230g6311 103.0691062184 -11.22927899 g    20
2230r6311 103.0691062184 -11.22927899 r    20
2230i6311 103.0691062184 -11.22927899 i    20
2200i6311 101.7047487654 -8.55951219  i    20
2200r6311 101.7047487654 -8.55951219  r    20
2200g6311 101.7047487654 -8.55951219  g    20
2170g6311 100.3473810925 -5.8911321   g    20
2170r6311 100.3473810925 -5.8911321   r    20
2170i6311 100.3473810925 -5.8911321   i    20
2140i6311 98.9910304922  -3.22563177  i    20
2140r6311 98.9910304922  -3.22563177  r    20
2140g6311 98.9910304922  -3.22563177  g    20
2110g6311 97.6298391839  -0.56451246  g    20
2110r6311 97.6298391839  -0.56451246  r    20
2110i6311 97.6298391839  -0.56451246  i    20
2080i6311 96.2579744610  2.09069148   i    20
2080r6311 96.2579744610  2.09069148   r    20
2080g6311 96.2579744610  2.09069148   g    20
2050g6311 94.8695419856  4.73838752   g    20
2050r6311 94.8695419856  4.73838752   r    20
2050i6311 94.8695419856  4.73838752   i    20
2020i6311 93.4585000169  7.37689878   i    20
2020r6311 93.4585000169  7.37689878   r    20
2020g6311 93.4585000169  7.37689878   g    20
2020g7311 93.4585000169  7.37689878   g    20
2020r7311 93.4585000169  7.37689878   r    20
2020i7311 93.4585000169  7.37689878   i    20
2050i7311 94.8695419856  4.73838752   i    20
2050r7311 94.8695419856  4.73838752   r    20
2050g7311 94.8695419856  4.73838752   g    20
2080g7311 96.2579744610  2.09069148   g    20
2080r7311 96.2579744610  2.09069148   r    20
2080i7311 96.2579744610  2.09069148   i    20
2110i7311 97.6298391839  -0.56451246  i    20
2110r7311 97.6298391839  -0.56451246  r    20
2110g7311 97.6298391839  -0.56451246  g    20
2140g7311 98.9910304922  -3.22563177  g    20
2140r7311 98.9910304922  -3.22563177  r    20
2140i7311 98.9910304922  -3.22563177  i    20
2170i7311 100.3473810925 -5.8911321   i    20
2170r7311 100.3473810925 -5.8911321   r    20
2170g7311 100.3473810925 -5.8911321   g    20
2200g7311 101.7047487654 -8.55951219  g    20
2200r7311 101.7047487654 -8.55951219  r    20
2200i7311 101.7047487654 -8.55951219  i    20
2230i7311 103.0691062184 -11.22927899 i    20
2230r7311 103.0691062184 -11.22927899 r    20
2230g7311 103.0691062184 -11.22927899 g    20
2260g7311 104.4466367117 -13.89892227 g    20
2260r7311 104.4466367117 -13.89892227 r    20
2260i7311 104.4466367117 -13.89892227 i    20
2290i7311 105.8438380104 -16.5668878  i    20
2290r7311 105.8438380104 -16.5668878  r    20
2290g7311 105.8438380104 -16.5668878  g    20
2320g7311 107.2676381593 -19.23154822 g    20
2320r7311 107.2676381593 -19.23154822 r    20
2320i7311 107.2676381593 -19.23154822 i    20
2321i7311 116.4583940353 -14.47179442 i    20
2321r7311 116.4583940353 -14.47179442 r    20
2321g7311 116.4583940353 -14.47179442 g    20
2291g7311 114.9512792316 -11.8676266  g    20
2291r7311 114.9512792316 -11.8676266  r    20
2291i7311 114.9512792316 -11.8676266  i    20
2261i7311 113.4850499381 -9.2490713   i    20
2261r7311 113.4850499381 -9.2490713   r    20
2261g7311 113.4850499381 -9.2490713   g    20
2231g7311 112.0528079563 -6.61818287  g    20
2231r7311 112.0528079563 -6.61818287  r    20
2231i7311 112.0528079563 -6.61818287  i    20
2201i7311 110.6480488657 -3.97684893  i    20
2201r7311 110.6480488657 -3.97684893  r    20
2201g7311 110.6480488657 -3.97684893  g    20
2171g7311 109.2645692593 -1.32682329  g    20
2171r7311 109.2645692593 -1.32682329  r    20
2171i7311 109.2645692593 -1.32682329  i    20
2141i7311 107.8963781778 1.3302442    i    20
2141r7311 107.8963781778 1.3302442    r    20
2141g7311 107.8963781778 1.3302442    g    20
2111g7311 106.5376108573 3.99278039   g    20
2111r7311 106.5376108573 3.99278039   r    20
2111i7311 106.5376108573 3.99278039   i    20
2081i7311 105.1824431176 6.65926302   i    20
2081r7311 105.1824431176 6.65926302   r    20
2081g7311 105.1824431176 6.65926302   g    20
2051g7311 103.8250041846 9.32819575   g    20
2051r7311 103.8250041846 9.32819575   r    20
2051i7311 103.8250041846 9.32819575   i    20
2021i7311 102.4592856726 11.99808323  i    20
2021r7311 102.4592856726 11.99808323  r    20
2021g7311 102.4592856726 11.99808323  g    20
2021g8311 102.4592856726 11.99808323  g    20
2021r8311 102.4592856726 11.99808323  r    20
2021i8311 102.4592856726 11.99808323  i    20
2051i8311 103.8250041846 9.32819575   i    20
2051r8311 103.8250041846 9.32819575   r    20
2051g8311 103.8250041846 9.32819575   g    20
2081g8311 105.1824431176 6.65926302   g    20
2081r8311 105.1824431176 6.65926302   r    20
2081i8311 105.1824431176 6.65926302   i    20
2111i8311 106.5376108573 3.99278039   i    20
2111r8311 106.5376108573 3.99278039   r    20
2111g8311 106.5376108573 3.99278039   g    20
2141g8311 107.8963781778 1.3302442	  g    20
2141r8311 107.8963781778 1.3302442	  r    20
2141i8311 107.8963781778 1.3302442	  i    20
2171i8311 109.2645692593 -1.32682329  i    20
2171r8311 109.2645692593 -1.32682329  r    20
2171g8311 109.2645692593 -1.32682329  g    20
2201g8311 110.6480488657 -3.97684893  g    20
2201r8311 110.6480488657 -3.97684893  r    20
2201i8311 110.6480488657 -3.97684893  i    20
2231i8311 112.0528079563 -6.61818287  i    20
2231r8311 112.0528079563 -6.61818287  r    20
2231g8311 112.0528079563 -6.61818287  g    20
2261g8311 113.4850499381 -9.2490713   g    20
2261r8311 113.4850499381 -9.2490713   r    20
2261i8311 113.4850499381 -9.2490713   i    20
2291i8311 114.9512792316 -11.8676266  i    20
2291r8311 114.9512792316 -11.8676266  r    20
2291g8311 114.9512792316 -11.8676266  g    20
2321g8311 116.4583940353 -14.47179442 g    20
2321r8311 116.4583940353 -14.47179442 r    20
2321i8311 116.4583940353 -14.47179442 i    20
2320i8311 107.2676381593 -19.23154822 i    20
2320r8311 107.2676381593 -19.23154822 r    20
2320g8311 107.2676381593 -19.23154822 g    20
2290g8311 105.8438380104 -16.5668878  g    20
2290r8311 105.8438380104 -16.5668878  r    20
2290i8311 105.8438380104 -16.5668878  i    20
2260i8311 104.4466367117 -13.89892227 i    20
2260r8311 104.4466367117 -13.89892227 r    20
2260g8311 104.4466367117 -13.89892227 g    20
2230g8311 103.0691062184 -11.22927899 g    20
2230r8311 103.0691062184 -11.22927899 r    20
2230i8311 103.0691062184 -11.22927899 i    20
2200i8311 101.7047487654 -8.55951219  i    20
2200r8311 101.7047487654 -8.55951219  r    20
2200g8311 101.7047487654 -8.55951219  g    20
2170g8311 100.3473810925 -5.8911321   g    20
2170r8311 100.3473810925 -5.8911321   r    20
2170i8311 100.3473810925 -5.8911321   i    20
2140i8311 98.9910304922  -3.22563177  i    20
2140r8311 98.9910304922  -3.22563177  r    20
2140g8311 98.9910304922  -3.22563177  g    20
2110g8311 97.6298391839  -0.56451246  g    20
2110r8311 97.6298391839  -0.56451246  r    20
2110i8311 97.6298391839  -0.56451246  i    20
2080i8311 96.2579744610  2.09069148   i    20
2080r8311 96.2579744610  2.09069148   r    20
2080g8311 96.2579744610  2.09069148   g    20
2050g8311 94.8695419856  4.73838752   g    20
2050r8311 94.8695419856  4.73838752   r    20
2050i8311 94.8695419856  4.73838752   i    20
2020i8311 93.4585000169  7.37689878   i    20
2020r8311 93.4585000169  7.37689878   r    20
2020g8311 93.4585000169  7.37689878   g    20
2020g9311 93.4585000169  7.37689878   g    20
2020r9311 93.4585000169  7.37689878   r    20
2020i9311 93.4585000169  7.37689878   i    20
2050i9311 94.8695419856  4.73838752   i    20
2050r9311 94.8695419856  4.73838752   r    20
2050g9311 94.8695419856  4.73838752   g    20
2080g9311 96.2579744610  2.09069148   g    20
2080r9311 96.2579744610  2.09069148   r    20
2080i9311 96.2579744610  2.09069148   i    20
2110i9311 97.6298391839  -0.56451246  i    20
2110r9311 97.6298391839  -0.56451246  r    20
2110g9311 97.6298391839  -0.56451246  g    20
2140g9311 98.9910304922  -3.22563177  g    20
2140r9311 98.9910304922  -3.22563177  r    20
2140i9311 98.9910304922  -3.22563177  i    20
2170i9311 100.3473810925 -5.8911321   i    20
2170r9311 100.3473810925 -5.8911321   r    20
2170g9311 100.3473810925 -5.8911321   g    20
2200g9311 101.7047487654 -8.55951219  g    20
2200r9311 101.7047487654 -8.55951219  r    20
2200i9311 101.7047487654 -8.55951219  i    20
2230i9311 103.0691062184 -11.22927899 i    20
2230r9311 103.0691062184 -11.22927899 r    20
2230g9311 103.0691062184 -11.22927899 g    20
2260g9311 104.4466367117 -13.89892227 g    20
2260r9311 104.4466367117 -13.89892227 r    20
2260i9311 104.4466367117 -13.89892227 i    20
2290i9311 105.8438380104 -16.5668878  i    20
2290r9311 105.8438380104 -16.5668878  r    20
2290g9311 105.8438380104 -16.5668878  g    20
2320g9311 107.2676381593 -19.23154822 g    20
2320r9311 107.2676381593 -19.23154822 r    20
2320i9311 107.2676381593 -19.23154822 i    20
2321i9311 116.4583940353 -14.47179442 i    20
2321r9311 116.4583940353 -14.47179442 r    20
2321g9311 116.4583940353 -14.47179442 g    20
2291g9311 114.9512792316 -11.8676266  g    20
2291r9311 114.9512792316 -11.8676266  r    20
2291i9311 114.9512792316 -11.8676266  i    20
2261i9311 113.4850499381 -9.2490713   i    20
2261r9311 113.4850499381 -9.2490713   r    20
2261g9311 113.4850499381 -9.2490713   g    20
2231g9311 112.0528079563 -6.61818287  g    20
2231r9311 112.0528079563 -6.61818287  r    20
2231i9311 112.0528079563 -6.61818287  i    20
2201i9311 110.6480488657 -3.97684893  i    20
2201r9311 110.6480488657 -3.97684893  r    20
2201g9311 110.6480488657 -3.97684893  g    20
2171g9311 109.2645692593 -1.32682329  g    20
2171r9311 109.2645692593 -1.32682329  r    20
2171i9311 109.2645692593 -1.32682329  i    20
2141i9311 107.8963781778 1.3302442    i    20
2141r9311 107.8963781778 1.3302442    r    20
2141g9311 107.8963781778 1.3302442    g    20
2111g9311 106.5376108573 3.99278039   g    20
2111r9311 106.5376108573 3.99278039   r    20
2111i9311 106.5376108573 3.99278039   i    20
2081i9311 105.1824431176 6.65926302   i    20
2081r9311 105.1824431176 6.65926302   r    20
2081g9311 105.1824431176 6.65926302   g    20
