# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2261i2312 113.38373271   -9.2490713     i    20
2291i2312 114.84909508   -11.8676266    i    20
2291r2312 114.84909508   -11.8676266    r    20
2291g2312 114.84909508   -11.8676266    g    20
2321g2312 116.35511714   -14.47179442   g    20
2321r2312 116.35511714   -14.47179442   r    20
2321i2312 116.35511714   -14.47179442   i    20
2320i2312 107.16172785   -19.23154822   i    20
2320r2312 107.16172785   -19.23154822   r    20
2320g2312 107.16172785   -19.23154822   g    20
2290g2312 105.73950697   -16.5668878    g    20
2290r2312 105.73950697   -16.5668878    r    20
2290i2312 105.73950697   -16.5668878    i    20
2260i2312 104.3436205    -13.89892227   i    20
2260r2312 104.3436205    -13.89892227   r    20
2260g2312 104.3436205    -13.89892227   g    20
2230g2312 102.96715443   -11.22927899   g    20
2230r2312 102.96715443   -11.22927899   r    20
2230i2312 102.96715443   -11.22927899   i    20
2200i2312 101.6036224    -8.55951219    i    20
2200r2312 101.6036224    -8.55951219    r    20
2200g2312 101.6036224    -8.55951219    g    20
2170g2312 100.24685016   -5.8911321     g    20
2170r2312 100.24685016   -5.8911321     r    20
2170i2312 100.24685016   -5.8911321     i    20
2140i2312 98.89087181    -3.22563177    i    20
2140r2312 98.89087181    -3.22563177    r    20
2140g2312 98.89087181    -3.22563177    g    20
2110g2312 97.52983433    -0.56451246    g    20
2110r2312 97.52983433    -0.56451246    r    20
2110i2312 97.52983433    -0.56451246    i    20
2080i2312 96.15790785    2.09069148     i    20
2080r2312 96.15790785    2.09069148     r    20
2080g2312 96.15790785    2.09069148     g    20
2050g2312 94.76919904    4.73838752     g    20
2050r2312 94.76919904    4.73838752     r    20
2050i2312 94.76919904    4.73838752     i    20
2020i2312 93.35766541    7.37689878     i    20
2020r2312 93.35766541    7.37689878     r    20
2020g2312 93.35766541    7.37689878     g    20
2020g3312 93.35766541    7.37689878     g    20
2020r3312 93.35766541    7.37689878     r    20
2020i3312 93.35766541    7.37689878     i    20
2050i3312 94.76919904    4.73838752     i    20
2050r3312 94.76919904    4.73838752     r    20
2050g3312 94.76919904    4.73838752     g    20
2080g3312 96.15790785    2.09069148     g    20
2080r3312 96.15790785    2.09069148     r    20
2080i3312 96.15790785    2.09069148     i    20
2110i3312 97.52983433    -0.56451246    i    20
2110r3312 97.52983433    -0.56451246    r    20
2110g3312 97.52983433    -0.56451246    g    20
2140g3312 98.89087181    -3.22563177    g    20
2140r3312 98.89087181    -3.22563177    r    20
2140i3312 98.89087181    -3.22563177    i    20
2170i3312 100.24685016   -5.8911321     i    20
2170r3312 100.24685016   -5.8911321     r    20
2170g3312 100.24685016   -5.8911321     g    20
2200g3312 101.6036224    -8.55951219    g    20
2200r3312 101.6036224    -8.55951219    r    20
2200i3312 101.6036224    -8.55951219    i    20
2230i3312 102.96715443   -11.22927899   i    20
2230r3312 102.96715443   -11.22927899   r    20
2230g3312 102.96715443   -11.22927899   g    20
2260g3312 104.3436205    -13.89892227   g    20
2260r3312 104.3436205    -13.89892227   r    20
2260i3312 104.3436205    -13.89892227   i    20
2290i3312 105.73950697   -16.5668878    i    20
2290r3312 105.73950697   -16.5668878    r    20
2290g3312 105.73950697   -16.5668878    g    20
2320g3312 107.16172785   -19.23154822   g    20
2320r3312 107.16172785   -19.23154822   r    20
2320i3312 107.16172785   -19.23154822   i    20
2321i3312 116.35511714   -14.47179442   i    20
2321r3312 116.35511714   -14.47179442   r    20
2321g3312 116.35511714   -14.47179442   g    20
2291g3312 114.84909508   -11.8676266    g    20
2291r3312 114.84909508   -11.8676266    r    20
2291i3312 114.84909508   -11.8676266    i    20
2261i3312 113.38373271   -9.2490713     i    20
2261r3312 113.38373271   -9.2490713     r    20
2261g3312 113.38373271   -9.2490713     g    20
2231g3312 111.95213711   -6.61818287    g    20
2231r3312 111.95213711   -6.61818287    r    20
2231i3312 111.95213711   -6.61818287    i    20
2201i3312 110.5478075    -3.97684893    i    20
2201r3312 110.5478075    -3.97684893    r    20
2201g3312 110.5478075    -3.97684893    g    20
2171g3312 109.16454244   -1.32682329    g    20
2171r3312 109.16454244   -1.32682329    r    20
2171i3312 109.16454244   -1.32682329    i    20
2141i3312 107.79635122   1.3302442      i    20
2141r3312 107.79635122   1.3302442      r    20
2141g3312 107.79635122   1.3302442      g    20
2111g3312 106.43736755   3.99278039     g    20
2111r3312 106.43736755   3.99278039     r    20
2111i3312 106.43736755   3.99278039     i    20
2081i3312 105.08176387   6.65926302     i    20
2081r3312 105.08176387   6.65926302     r    20
2081g3312 105.08176387   6.65926302     g    20
2051g3312 103.72366407   9.32819575     g    20
2051r3312 103.72366407   9.32819575     r    20
2051i3312 103.72366407   9.32819575     i    20
2021i3312 102.35705234   11.99808323    i    20
2021r3312 102.35705234   11.99808323    r    20
2021g3312 102.35705234   11.99808323    g    20
2021g4312 102.35705234   11.99808323    g    20
2021r4312 102.35705234   11.99808323    r    20
2021i4312 102.35705234   11.99808323    i    20
2051i4312 103.72366407   9.32819575     i    20
2051r4312 103.72366407   9.32819575     r    20
2051g4312 103.72366407   9.32819575     g    20
2081g4312 105.08176387   6.65926302     g    20
2081r4312 105.08176387   6.65926302     r    20
2081i4312 105.08176387   6.65926302     i    20
2111i4312 106.43736755   3.99278039     i    20
2111r4312 106.43736755   3.99278039     r    20
2111g4312 106.43736755   3.99278039     g    20
2141g4312 107.79635122   1.3302442      g    20
2141r4312 107.79635122   1.3302442      r    20
2141i4312 107.79635122   1.3302442      i    20
2171i4312 109.16454244   -1.32682329    i    20
2171r4312 109.16454244   -1.32682329    r    20
2171g4312 109.16454244   -1.32682329    g    20
2201g4312 110.5478075    -3.97684893    g    20
2201r4312 110.5478075    -3.97684893    r    20
2201i4312 110.5478075    -3.97684893    i    20
2231i4312 111.95213711   -6.61818287    i    20
2231r4312 111.95213711   -6.61818287    r    20
2231g4312 111.95213711   -6.61818287    g    20
2261g4312 113.38373271   -9.2490713     g    20
2261r4312 113.38373271   -9.2490713     r    20
2261i4312 113.38373271   -9.2490713     i    20
2291i4312 114.84909508   -11.8676266    i    20
2291r4312 114.84909508   -11.8676266    r    20
2291g4312 114.84909508   -11.8676266    g    20
2321g4312 116.35511714   -14.47179442   g    20
2321r4312 116.35511714   -14.47179442   r    20
2321i4312 116.35511714   -14.47179442   i    20
2320i4312 107.16172785   -19.23154822   i    20
2320r4312 107.16172785   -19.23154822   r    20
2320g4312 107.16172785   -19.23154822   g    20
2290g4312 105.73950697   -16.5668878    g    20
2290r4312 105.73950697   -16.5668878    r    20
2290i4312 105.73950697   -16.5668878    i    20
2260i4312 104.3436205    -13.89892227   i    20
2260r4312 104.3436205    -13.89892227   r    20
2260g4312 104.3436205    -13.89892227   g    20
2230g4312 102.96715443   -11.22927899   g    20
2230r4312 102.96715443   -11.22927899   r    20
2230i4312 102.96715443   -11.22927899   i    20
2200i4312 101.6036224    -8.55951219    i    20
2200r4312 101.6036224    -8.55951219    r    20
2200g4312 101.6036224    -8.55951219    g    20
2170g4312 100.24685016   -5.8911321     g    20
2170r4312 100.24685016   -5.8911321     r    20
2170i4312 100.24685016   -5.8911321     i    20
2140i4312 98.89087181    -3.22563177    i    20
2140r4312 98.89087181    -3.22563177    r    20
2140g4312 98.89087181    -3.22563177    g    20
2110g4312 97.52983433    -0.56451246    g    20
2110r4312 97.52983433    -0.56451246    r    20
2110i4312 97.52983433    -0.56451246    i    20
2080i4312 96.15790785    2.09069148     i    20
2080r4312 96.15790785    2.09069148     r    20
2080g4312 96.15790785    2.09069148     g    20
2050g4312 94.76919904    4.73838752     g    20
2050r4312 94.76919904    4.73838752     r    20
2050i4312 94.76919904    4.73838752     i    20
2020i4312 93.35766541    7.37689878     i    20
2020r4312 93.35766541    7.37689878     r    20
2020g4312 93.35766541    7.37689878     g    20
2020g5312 93.35766541    7.37689878     g    20
2020r5312 93.35766541    7.37689878     r    20
2020i5312 93.35766541    7.37689878     i    20
2050i5312 94.76919904    4.73838752     i    20
2050r5312 94.76919904    4.73838752     r    20
2050g5312 94.76919904    4.73838752     g    20
2080g5312 96.15790785    2.09069148     g    20
2080r5312 96.15790785    2.09069148     r    20
2080i5312 96.15790785    2.09069148     i    20
2110i5312 97.52983433    -0.56451246    i    20
2110r5312 97.52983433    -0.56451246    r    20
2110g5312 97.52983433    -0.56451246    g    20
2140g5312 98.89087181    -3.22563177    g    20
2140r5312 98.89087181    -3.22563177    r    20
2140i5312 98.89087181    -3.22563177    i    20
2170i5312 100.24685016   -5.8911321     i    20
2170r5312 100.24685016   -5.8911321     r    20
2170g5312 100.24685016   -5.8911321     g    20
2200g5312 101.6036224    -8.55951219    g    20
2200r5312 101.6036224    -8.55951219    r    20
2200i5312 101.6036224    -8.55951219    i    20
2230i5312 102.96715443   -11.22927899   i    20
2230r5312 102.96715443   -11.22927899   r    20
2230g5312 102.96715443   -11.22927899   g    20
2260g5312 104.3436205    -13.89892227   g    20
2260r5312 104.3436205    -13.89892227   r    20
2260i5312 104.3436205    -13.89892227   i    20
2290i5312 105.73950697   -16.5668878    i    20
2290r5312 105.73950697   -16.5668878    r    20
2290g5312 105.73950697   -16.5668878    g    20
2320g5312 107.16172785   -19.23154822   g    20
2320r5312 107.16172785   -19.23154822   r    20
2320i5312 107.16172785   -19.23154822   i    20
2321i5312 116.35511714   -14.47179442   i    20
2321r5312 116.35511714   -14.47179442   r    20
2321g5312 116.35511714   -14.47179442   g    20
2291g5312 114.84909508   -11.8676266    g    20
2291r5312 114.84909508   -11.8676266    r    20
2291i5312 114.84909508   -11.8676266    i    20
2261i5312 113.38373271   -9.2490713     i    20
2261r5312 113.38373271   -9.2490713     r    20
2261g5312 113.38373271   -9.2490713     g    20
2231g5312 111.95213711   -6.61818287    g    20
2231r5312 111.95213711   -6.61818287    r    20
2231i5312 111.95213711   -6.61818287    i    20
2201i5312 110.5478075    -3.97684893    i    20
2201r5312 110.5478075    -3.97684893    r    20
2201g5312 110.5478075    -3.97684893    g    20
2171g5312 109.16454244   -1.32682329    g    20
2171r5312 109.16454244   -1.32682329    r    20
2171i5312 109.16454244   -1.32682329    i    20
2141i5312 107.79635122   1.3302442      i    20
2141r5312 107.79635122   1.3302442      r    20
2141g5312 107.79635122   1.3302442      g    20
2111g5312 106.43736755   3.99278039     g    20
2111r5312 106.43736755   3.99278039     r    20
2111i5312 106.43736755   3.99278039     i    20
2081i5312 105.08176387   6.65926302     i    20
2081r5312 105.08176387   6.65926302     r    20
2081g5312 105.08176387   6.65926302     g    20
2051g5312 103.72366407   9.32819575     g    20
2051r5312 103.72366407   9.32819575     r    20
2051i5312 103.72366407   9.32819575     i    20
2021i5312 102.35705234   11.99808323    i    20
2021r5312 102.35705234   11.99808323    r    20
2021g5312 102.35705234   11.99808323    g    20
2021g6312 102.35705234   11.99808323    g    20
2021r6312 102.35705234   11.99808323    r    20
2021i6312 102.35705234   11.99808323    i    20
2051i6312 103.72366407   9.32819575     i    20
2051r6312 103.72366407   9.32819575     r    20
2051g6312 103.72366407   9.32819575     g    20
2081g6312 105.08176387   6.65926302     g    20
2081r6312 105.08176387   6.65926302     r    20
2081i6312 105.08176387   6.65926302     i    20
2111i6312 106.43736755   3.99278039     i    20
2111r6312 106.43736755   3.99278039     r    20
2111g6312 106.43736755   3.99278039     g    20
2141g6312 107.79635122   1.3302442      g    20
2141r6312 107.79635122   1.3302442      r    20
2141i6312 107.79635122   1.3302442      i    20
2171i6312 109.16454244   -1.32682329    i    20
2171r6312 109.16454244   -1.32682329    r    20
2171g6312 109.16454244   -1.32682329    g    20
2201g6312 110.5478075    -3.97684893    g    20
2201r6312 110.5478075    -3.97684893    r    20
2201i6312 110.5478075    -3.97684893    i    20
2231i6312 111.95213711   -6.61818287    i    20
2231r6312 111.95213711   -6.61818287    r    20
2231g6312 111.95213711   -6.61818287    g    20
2261g6312 113.38373271   -9.2490713     g    20
2261r6312 113.38373271   -9.2490713     r    20
2261i6312 113.38373271   -9.2490713     i    20
2291i6312 114.84909508   -11.8676266    i    20
2291r6312 114.84909508   -11.8676266    r    20
2291g6312 114.84909508   -11.8676266    g    20
2321g6312 116.35511714   -14.47179442   g    20
2321r6312 116.35511714   -14.47179442   r    20
2321i6312 116.35511714   -14.47179442   i    20
2320i6312 107.16172785   -19.23154822   i    20
2320r6312 107.16172785   -19.23154822   r    20
2320g6312 107.16172785   -19.23154822   g    20
2290g6312 105.73950697   -16.5668878    g    20
2290r6312 105.73950697   -16.5668878    r    20
2290i6312 105.73950697   -16.5668878    i    20
2260i6312 104.3436205    -13.89892227   i    20
2260r6312 104.3436205    -13.89892227   r    20
2260g6312 104.3436205    -13.89892227   g    20
2230g6312 102.96715443   -11.22927899   g    20
2230r6312 102.96715443   -11.22927899   r    20
2230i6312 102.96715443   -11.22927899   i    20
2200i6312 101.6036224    -8.55951219    i    20
2200r6312 101.6036224    -8.55951219    r    20
2200g6312 101.6036224    -8.55951219    g    20
2170g6312 100.24685016   -5.8911321     g    20
2170r6312 100.24685016   -5.8911321     r    20
2170i6312 100.24685016   -5.8911321     i    20
2140i6312 98.89087181    -3.22563177    i    20
2140r6312 98.89087181    -3.22563177    r    20
2140g6312 98.89087181    -3.22563177    g    20
2110g6312 97.52983433    -0.56451246    g    20
2110r6312 97.52983433    -0.56451246    r    20
2110i6312 97.52983433    -0.56451246    i    20
2080i6312 96.15790785    2.09069148     i    20
2080r6312 96.15790785    2.09069148     r    20
2080g6312 96.15790785    2.09069148     g    20
2050g6312 94.76919904    4.73838752     g    20
2050r6312 94.76919904    4.73838752     r    20
2050i6312 94.76919904    4.73838752     i    20
2020i6312 93.35766541    7.37689878     i    20
2020r6312 93.35766541    7.37689878     r    20
2020g6312 93.35766541    7.37689878     g    20
2020g7312 93.35766541    7.37689878     g    20
2020r7312 93.35766541    7.37689878     r    20
2020i7312 93.35766541    7.37689878     i    20
2050i7312 94.76919904    4.73838752     i    20
2050r7312 94.76919904    4.73838752     r    20
2050g7312 94.76919904    4.73838752     g    20
2080g7312 96.15790785    2.09069148     g    20
2080r7312 96.15790785    2.09069148     r    20
2080i7312 96.15790785    2.09069148     i    20
2110i7312 97.52983433    -0.56451246    i    20
2110r7312 97.52983433    -0.56451246    r    20
2110g7312 97.52983433    -0.56451246    g    20
2140g7312 98.89087181    -3.22563177    g    20
2140r7312 98.89087181    -3.22563177    r    20
2140i7312 98.89087181    -3.22563177    i    20
2170i7312 100.24685016   -5.8911321     i    20
2170r7312 100.24685016   -5.8911321     r    20
2170g7312 100.24685016   -5.8911321     g    20
2200g7312 101.6036224    -8.55951219    g    20
2200r7312 101.6036224    -8.55951219    r    20
2200i7312 101.6036224    -8.55951219    i    20
2230i7312 102.96715443   -11.22927899   i    20
2230r7312 102.96715443   -11.22927899   r    20
2230g7312 102.96715443   -11.22927899   g    20
2260g7312 104.3436205    -13.89892227   g    20
2260r7312 104.3436205    -13.89892227   r    20
2260i7312 104.3436205    -13.89892227   i    20
2290i7312 105.73950697   -16.5668878    i    20
2290r7312 105.73950697   -16.5668878    r    20
2290g7312 105.73950697   -16.5668878    g    20
2320g7312 107.16172785   -19.23154822   g    20
2320r7312 107.16172785   -19.23154822   r    20
2320i7312 107.16172785   -19.23154822   i    20
2321i7312 116.35511714   -14.47179442   i    20
2321r7312 116.35511714   -14.47179442   r    20
2321g7312 116.35511714   -14.47179442   g    20
2291g7312 114.84909508   -11.8676266    g    20
2291r7312 114.84909508   -11.8676266    r    20
2291i7312 114.84909508   -11.8676266    i    20
2261i7312 113.38373271   -9.2490713     i    20
2261r7312 113.38373271   -9.2490713     r    20
2261g7312 113.38373271   -9.2490713     g    20
2231g7312 111.95213711   -6.61818287    g    20
2231r7312 111.95213711   -6.61818287    r    20
2231i7312 111.95213711   -6.61818287    i    20
2201i7312 110.5478075    -3.97684893    i    20
2201r7312 110.5478075    -3.97684893    r    20
2201g7312 110.5478075    -3.97684893    g    20
2171g7312 109.16454244   -1.32682329    g    20
2171r7312 109.16454244   -1.32682329    r    20
2171i7312 109.16454244   -1.32682329    i    20
2141i7312 107.79635122   1.3302442      i    20
2141r7312 107.79635122   1.3302442      r    20
2141g7312 107.79635122   1.3302442      g    20
2111g7312 106.43736755   3.99278039     g    20
2111r7312 106.43736755   3.99278039     r    20
2111i7312 106.43736755   3.99278039     i    20
2081i7312 105.08176387   6.65926302     i    20
2081r7312 105.08176387   6.65926302     r    20
2081g7312 105.08176387   6.65926302     g    20
2051g7312 103.72366407   9.32819575     g    20
2051r7312 103.72366407   9.32819575     r    20
2051i7312 103.72366407   9.32819575     i    20
2021i7312 102.35705234   11.99808323    i    20
2021r7312 102.35705234   11.99808323    r    20
2021g7312 102.35705234   11.99808323    g    20
2021g8312 102.35705234   11.99808323    g    20
2021r8312 102.35705234   11.99808323    r    20
2021i8312 102.35705234   11.99808323    i    20
2051i8312 103.72366407   9.32819575     i    20
2051r8312 103.72366407   9.32819575     r    20
2051g8312 103.72366407   9.32819575     g    20
2081g8312 105.08176387   6.65926302     g    20
2081r8312 105.08176387   6.65926302     r    20
2081i8312 105.08176387   6.65926302     i    20
2111i8312 106.43736755   3.99278039     i    20
2111r8312 106.43736755   3.99278039     r    20
2111g8312 106.43736755   3.99278039     g    20
2141g8312 107.79635122   1.3302442      g    20
2141r8312 107.79635122   1.3302442      r    20
2141i8312 107.79635122   1.3302442      i    20
2171i8312 109.16454244   -1.32682329    i    20
2171r8312 109.16454244   -1.32682329    r    20
2171g8312 109.16454244   -1.32682329    g    20
2201g8312 110.5478075    -3.97684893    g    20
2201r8312 110.5478075    -3.97684893    r    20
2201i8312 110.5478075    -3.97684893    i    20
2231i8312 111.95213711   -6.61818287    i    20
2231r8312 111.95213711   -6.61818287    r    20
2231g8312 111.95213711   -6.61818287    g    20
2261g8312 113.38373271   -9.2490713     g    20
2261r8312 113.38373271   -9.2490713     r    20
2261i8312 113.38373271   -9.2490713     i    20
2291i8312 114.84909508   -11.8676266    i    20
2291r8312 114.84909508   -11.8676266    r    20
2291g8312 114.84909508   -11.8676266    g    20
2321g8312 116.35511714   -14.47179442   g    20
2321r8312 116.35511714   -14.47179442   r    20
2321i8312 116.35511714   -14.47179442   i    20
2320i8312 107.16172785   -19.23154822   i    20
2320r8312 107.16172785   -19.23154822   r    20
2320g8312 107.16172785   -19.23154822   g    20
2290g8312 105.73950697   -16.5668878    g    20
2290r8312 105.73950697   -16.5668878    r    20
2290i8312 105.73950697   -16.5668878    i    20
2260i8312 104.3436205    -13.89892227   i    20
2260r8312 104.3436205    -13.89892227   r    20
2260g8312 104.3436205    -13.89892227   g    20
2230g8312 102.96715443   -11.22927899   g    20
2230r8312 102.96715443   -11.22927899   r    20
2230i8312 102.96715443   -11.22927899   i    20
2200i8312 101.6036224    -8.55951219    i    20
2200r8312 101.6036224    -8.55951219    r    20
2200g8312 101.6036224    -8.55951219    g    20
2170g8312 100.24685016   -5.8911321     g    20
2170r8312 100.24685016   -5.8911321     r    20
2170i8312 100.24685016   -5.8911321     i    20
2140i8312 98.89087181    -3.22563177    i    20
2140r8312 98.89087181    -3.22563177    r    20
2140g8312 98.89087181    -3.22563177    g    20
2110g8312 97.52983433    -0.56451246    g    20
2110r8312 97.52983433    -0.56451246    r    20
2110i8312 97.52983433    -0.56451246    i    20
2080i8312 96.15790785    2.09069148     i    20
2080r8312 96.15790785    2.09069148     r    20
2080g8312 96.15790785    2.09069148     g    20
2050g8312 94.76919904    4.73838752     g    20
2050r8312 94.76919904    4.73838752     r    20
2050i8312 94.76919904    4.73838752     i    20
2020i8312 93.35766541    7.37689878     i    20
2020r8312 93.35766541    7.37689878     r    20
2020g8312 93.35766541    7.37689878     g    20
2020g9312 93.35766541    7.37689878     g    20
2020r9312 93.35766541    7.37689878     r    20
2020i9312 93.35766541    7.37689878     i    20
2050i9312 94.76919904    4.73838752     i    20
2050r9312 94.76919904    4.73838752     r    20
2050g9312 94.76919904    4.73838752     g    20
2080g9312 96.15790785    2.09069148     g    20
2080r9312 96.15790785    2.09069148     r    20
2080i9312 96.15790785    2.09069148     i    20
2110i9312 97.52983433    -0.56451246    i    20
2110r9312 97.52983433    -0.56451246    r    20
2110g9312 97.52983433    -0.56451246    g    20
2140g9312 98.89087181    -3.22563177    g    20
2140r9312 98.89087181    -3.22563177    r    20
2140i9312 98.89087181    -3.22563177    i    20
2170i9312 100.24685016   -5.8911321     i    20
2170r9312 100.24685016   -5.8911321     r    20
2170g9312 100.24685016   -5.8911321     g    20
2200g9312 101.6036224    -8.55951219    g    20
2200r9312 101.6036224    -8.55951219    r    20
2200i9312 101.6036224    -8.55951219    i    20
2230i9312 102.96715443   -11.22927899   i    20
2230r9312 102.96715443   -11.22927899   r    20
2230g9312 102.96715443   -11.22927899   g    20
2260g9312 104.3436205    -13.89892227   g    20
2260r9312 104.3436205    -13.89892227   r    20
2260i9312 104.3436205    -13.89892227   i    20
2290i9312 105.73950697   -16.5668878    i    20
2290r9312 105.73950697   -16.5668878    r    20
2290g9312 105.73950697   -16.5668878    g    20
2320g9312 107.16172785   -19.23154822   g    20
2320r9312 107.16172785   -19.23154822   r    20
2320i9312 107.16172785   -19.23154822   i    20
2321i9312 116.35511714   -14.47179442   i    20
2321r9312 116.35511714   -14.47179442   r    20
2321g9312 116.35511714   -14.47179442   g    20
2291g9312 114.84909508   -11.8676266    g    20
2291r9312 114.84909508   -11.8676266    r    20
2291i9312 114.84909508   -11.8676266    i    20
2261i9312 113.38373271   -9.2490713     i    20
2261r9312 113.38373271   -9.2490713     r    20
2261g9312 113.38373271   -9.2490713     g    20
2231g9312 111.95213711   -6.61818287    g    20
2231r9312 111.95213711   -6.61818287    r    20
2231i9312 111.95213711   -6.61818287    i    20
2201i9312 110.5478075    -3.97684893    i    20
2201r9312 110.5478075    -3.97684893    r    20
2201g9312 110.5478075    -3.97684893    g    20
2171g9312 109.16454244   -1.32682329    g    20
2171r9312 109.16454244   -1.32682329    r    20
2171i9312 109.16454244   -1.32682329    i    20
2141i9312 107.79635122   1.3302442      i    20
2141r9312 107.79635122   1.3302442      r    20
2141g9312 107.79635122   1.3302442      g    20
2111g9312 106.43736755   3.99278039     g    20
2111r9312 106.43736755   3.99278039     r    20
2111i9312 106.43736755   3.99278039     i    20
2081i9312 105.08176387   6.65926302     i    20
2081r9312 105.08176387   6.65926302     r    20
2081g9312 105.08176387   6.65926302     g    20
2051g9312 103.72366407   9.32819575     g    20
2051r9312 103.72366407   9.32819575     r    20
2051i9312 103.72366407   9.32819575     i    20
2021i9312 102.35705234   11.99808323    i    20
2021r9312 102.35705234   11.99808323    r    20
2021g9312 102.35705234   11.99808323    g    20
2021g0312 102.35705234   11.99808323    g    20
2021r0312 102.35705234   11.99808323    r    20
2021i0312 102.35705234   11.99808323    i    20
2051i0312 103.72366407   9.32819575     i    20
2051r0312 103.72366407   9.32819575     r    20
2051g0312 103.72366407   9.32819575     g    20
2081g0312 105.08176387   6.65926302     g    20
2081r0312 105.08176387   6.65926302     r    20
2081i0312 105.08176387   6.65926302     i    20
2111i0312 106.43736755   3.99278039     i    20
2111r0312 106.43736755   3.99278039     r    20
2111g0312 106.43736755   3.99278039     g    20
2141g0312 107.79635122   1.3302442      g    20
2141r0312 107.79635122   1.3302442      r    20
2141i0312 107.79635122   1.3302442      i    20
2171i0312 109.16454244   -1.32682329    i    20
2171r0312 109.16454244   -1.32682329    r    20
2171g0312 109.16454244   -1.32682329    g    20
2201g0312 110.5478075    -3.97684893    g    20
2201r0312 110.5478075    -3.97684893    r    20
2201i0312 110.5478075    -3.97684893    i    20
2231i0312 111.95213711   -6.61818287    i    20
